"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC6A8",1,1,1,1,1,1
"GJB3",1,1,1,1,1,1
"FAM83D",1,1,1,1,1,1
"ACVRL1",0,0,0,0,0,0
"KPNA2",1,1,1,1,1,1
"HOXA10",1,1,1,1,1,1
"CBLC",1,1,1,1,1,1
"E2F8",1,1,1,1,1,1
"WDHD1",1,1,1,1,1,1
"RGCC",0,0,0,0,0,0
"TRIM29",1,1,1,1,1,1
"KRT6B",1,1,1,1,1,1
"DSC3",1,1,1,1,1,1
"HSD17B6",0,0,0,0,0,0
"SPTBN1",0,0,0,0,0,0
"TIMELESS",1,1,1,1,1,1
"LYPD3",1,1,1,1,1,1
"FAT2",1,1,1,1,1,1
"PERP",1,1,1,1,1,1
"PTPRB",0,0,0,0,0,0
"CDCA4",1,1,1,1,1,1
"USH1G",1,1,1,1,1,1
"CCNE1",1,1,1,1,1,1
"CDH5",0,0,0,0,0,0
"ITLN1",0,0,0,0,0,0
"HIGD1B",0,0,0,0,0,0
"BLM",1,1,1,1,1,1
"RAET1L",1,1,1,1,1,1
"CENPM",1,1,1,1,1,1
"EFNA3",1,1,1,1,1,1
"SNRK",0,0,0,0,0,0
"NOSTRIN",0,0,0,0,0,0
"TEK",0,0,0,0,0,0
"ECE2",1,1,1,1,1,1
"CENPU",1,1,1,1,1,1
"CLEC3B",0,0,0,0,0,0
"TMEM132A",1,1,1,1,1,1
"HMGA2",1,1,1,1,1,1
"DLX5",1,1,1,1,1,1
"S100A2",1,1,1,1,1,1
"MMP12",1,1,1,1,1,1
"HMMR",1,1,1,1,1,1
"UBE2S",1,1,1,1,1,1
"LDB2",0,0,0,0,0,0
"EPN3",1,1,1,1,1,1
"SHCBP1",1,1,1,1,1,1
"MMP11",1,1,1,1,1,1
"FEN1",1,1,1,1,1,1
"ARTN",1,1,1,1,1,1
"PARPBP",1,1,1,1,1,1
"TRAIP",1,1,1,1,1,1
"ATAD2",1,1,1,1,1,1
"ALG1L",1,1,1,1,1,1
"PTHLH",1,1,1,1,1,1
"PNCK",1,1,1,1,1,1
"SHOX2",1,1,1,1,1,1
"PRX",0,0,0,0,0,0
"ESAM",0,0,0,0,0,0
"KNTC1",1,1,1,1,1,1
"RMI2",1,1,1,1,1,1
"ARHGEF15",0,0,0,0,0,0
"USHBP1",0,0,0,0,0,0
"ZWILCH",1,1,1,1,1,1
"MTBP",1,1,1,1,1,1
"CSRNP1",0,0,0,0,0,0
"WWC2",0,0,0,0,0,0
"RAD54B",1,1,1,1,1,1
"TUBB1",0,0,0,0,0,0
"FANCB",1,1,1,1,1,1
"CDCA7",1,1,1,1,1,1
"GPX2",1,1,1,1,1,1
"EMP2",0,0,0,0,0,0
"CENPH",1,1,1,1,1,1
"SNX25",0,0,0,0,0,0
"E2F2",1,1,1,1,1,1
"OTX1",1,1,1,1,1,1
"GJB2",1,1,1,1,1,1
"IQANK1",1,1,1,1,1,1
"LIMD1",0,0,0,0,0,0
"FAM131C",1,1,1,1,1,1
"F8",0,0,0,0,0,0
"C1ORF198",0,0,0,0,0,0
"IGF2BP3",1,1,1,1,1,1
"DSCC1",1,1,1,1,1,1
"SEMA3G",0,0,0,0,0,0
"CLEC14A",0,0,0,0,0,0
"PTPN21",0,0,0,0,0,0
"RAMP3",0,0,0,0,0,0
"SYT14",1,1,1,1,1,1
"HOXD11",1,1,1,1,1,1
"C1ORF112",1,1,1,1,1,1
"DNA2",1,1,1,1,1,1
"HYAL2",0,0,0,0,0,0
"MYCT1",0,0,0,0,0,0
"BARX1",1,1,1,1,1,1
"ECSCR",0,0,0,0,0,0
"RHOV",1,1,1,1,1,1
"KANK3",0,0,0,0,0,0
"GRK5",0,0,0,0,0,0
"PRKCE",0,0,0,0,0,0
"RHCG",1,1,1,1,1,1
"SH2D3C",0,0,0,0,0,0
"EDNRB",0,0,0,0,0,0
"DLC1",0,0,0,0,0,0
"CHAF1B",1,1,1,1,1,1
"NPR1",0,0,0,0,0,0
"NCAPG2",1,1,1,1,1,1
"GINS4",1,1,1,1,1,1
"PECAM1",0,0,0,0,0,0
"WDR62",1,1,1,1,1,1
"LMO7",0,0,0,0,0,0
"TNS2",0,0,0,0,0,0
"ALDH3B2",1,1,1,1,1,1
"SPAAR",0,0,0,0,0,0
"JAM2",0,0,0,0,0,0
"DAPL1",1,1,1,1,1,1
"AKR1B15",1,1,1,1,1,1
"INMT",0,0,0,0,0,0
"HASPIN",1,1,1,1,1,1
"EPAS1",0,0,0,0,0,0
"WFS1",0,0,0,0,0,0
"S1PR1",0,0,0,0,0,0
"KRT15",1,1,1,1,1,1
"DTL",1,1,1,1,1,1
"GPD1",0,0,0,0,0,0
"FAM72B",1,1,1,1,1,1
"TNS1",0,0,0,0,0,0
"CLIC5",0,0,0,0,0,0
"TMPRSS11E",1,1,1,1,1,1
"ST6GALNAC6",0,0,0,0,0,0
"SLC39A8",0,0,0,0,0,0
"GABRQ",1,1,1,1,1,1
"CHEK2",1,1,1,1,1,1
"PLAC9",0,0,0,0,0,0
"MTFR2",1,1,1,1,1,1
"AKR1B10",1,1,1,1,1,1
"SHMT2",1,1,1,1,1,1
"SERPINB13",1,1,1,1,1,1
"KANK2",0,0,0,0,0,0
"CD34",0,0,0,0,0,0
"CLSPN",1,1,1,1,1,1
"UCN2",1,1,1,1,1,1
"GAPDH",1,1,1,1,1,1
"AK1",0,0,0,0,0,0
"EMCN",0,0,0,0,0,0
"CKMT1B",1,1,1,1,1,1
"PGLYRP3",1,1,1,1,1,1
"PCDH12",0,0,0,0,0,0
"C5ORF34",1,1,1,1,1,1
"POLE2",1,1,1,1,1,1
"SNX30",0,0,0,0,0,0
"HOXA13",1,1,1,1,1,1
"MCM8",1,1,1,1,1,1
"CENPW",1,1,1,1,1,1
"CTSV",1,1,1,1,1,1
"COL17A1",1,1,1,1,1,1
"TONSL",1,1,1,1,1,1
"MYZAP",0,0,0,0,0,0
"C19ORF48",1,1,1,1,1,1
"HSPA12B",0,0,0,0,0,0
"KRT6C",1,1,1,1,1,1
"SKP2",1,1,1,1,1,1
"PIF1",1,1,1,1,1,1
"VWF",0,0,0,0,0,0
"ZYG11A",1,1,1,1,1,1
"KRT14",1,1,1,1,1,1
"GPR146",0,0,0,0,0,0
"CAPNS2",1,1,1,1,1,1
"F12",1,1,1,1,1,1
"HOXD13",1,1,1,1,1,1
"FANCD2",1,1,1,1,1,1
"ZIC2",1,1,1,1,1,1
"RASAL1",1,1,1,1,1,1
"FAM107A",0,0,0,0,0,0
"CCDC34",1,1,1,1,1,1
"PITX2",1,1,1,1,1,1
"ZNF695",1,1,1,1,1,1
"SPRR1B",1,1,1,1,1,1
"TCF21",0,0,0,0,0,0
"KNSTRN",1,1,1,1,1,1
"SOX17",0,0,0,0,0,0
"FHL5",0,0,0,0,0,0
"NLRC4",0,0,0,0,0,0
"LRRC36",0,0,0,0,0,0
"SLC6A15",1,1,1,1,1,1
"CKAP2",1,1,1,1,1,1
"ADGRF5",0,0,0,0,0,0
"AGER",0,0,0,0,0,0
"CKS1B",1,1,1,1,1,1
"LYVE1",0,0,0,0,0,0
"IGSF11",1,1,1,1,1,1
"RPL39L",1,1,1,1,1,1
"DPYSL2",0,0,0,0,0,0
"KRT31",1,1,1,1,1,1
"TNXB",0,0,0,0,0,0
"AK4",1,1,1,1,1,1
"MCM7",1,1,1,1,1,1
"CENPK",1,1,1,1,1,1
"FHL1",0,0,0,0,0,0
"EFCC1",0,0,0,0,0,0
"FXYD1",0,0,0,0,0,0
"SPTBN2",1,1,1,1,1,1
"SOX15",1,1,1,1,1,1
"KIF18A",1,1,1,1,1,1
"GIMAP8",0,0,0,0,0,0
"LRP2BP",0,0,0,0,0,0
"HECW2",0,0,0,0,0,0
"ARNTL2",1,1,1,1,1,1
"MGME1",1,1,1,1,1,1
"SLC5A12",1,1,1,1,1,1
"RNASEH2A",1,1,1,1,1,1
"FANCA",1,1,1,1,1,1
"STARD8",0,0,0,0,0,0
"C20ORF202",0,0,0,0,0,0
"CRY2",0,0,0,0,0,0
"CENPL",1,1,1,1,1,1
"FAM83C",1,1,1,1,1,1
"LIMS2",0,0,0,0,0,0
"LTA4H",0,0,0,0,0,0
"IRX4",1,1,1,1,1,1
"ADGRF4",1,1,1,1,1,1
"GPIHBP1",0,0,0,0,0,0
"SLC24A2",1,1,1,1,1,1
"C10ORF99",1,1,1,1,1,1
"KREMEN2",1,1,1,1,1,1
"TGFBR2",0,0,0,0,0,0
"MIS18A",1,1,1,1,1,1
"BTBD11",1,1,1,1,1,1
"RDM1",1,1,1,1,1,1
"MCEMP1",0,0,0,0,0,0
"FAM83A",1,1,1,1,1,1
"LARGE2",1,1,1,1,1,1
"TYMS",1,1,1,1,1,1
"TIE1",0,0,0,0,0,0
"CENPO",1,1,1,1,1,1
"BCL6B",0,0,0,0,0,0
"ARHGEF39",1,1,1,1,1,1
"NOVA2",0,0,0,0,0,0
"UCK2",1,1,1,1,1,1
"UNG",1,1,1,1,1,1
"CACNA1B",1,1,1,1,1,1
"RCC1",1,1,1,1,1,1
"MYO19",1,1,1,1,1,1
"PPAT",1,1,1,1,1,1
"CD93",0,0,0,0,0,0
"ZIC5",1,1,1,1,1,1
"CHRNB4",1,1,1,1,1,1
"MEX3A",1,1,1,1,1,1
"CHRNA5",1,1,1,1,1,1
"COL11A1",1,1,1,1,1,1
"KRT13",1,1,1,1,1,1
"SERINC1",0,0,0,0,0,0
"GNAQ",0,0,0,0,0,0
"DBF4",1,1,1,1,1,1
"IRF6",1,1,1,1,1,1
"CLCA2",1,1,1,1,1,1
"KRT16",1,1,1,1,1,1
"POU6F2",1,1,1,1,1,1
"GPT2",1,1,1,1,1,1
"TMEM40",1,1,1,1,1,1
"SOX2",1,1,1,1,1,1
"GABRR1",1,1,1,1,1,1
"BCL2L10",1,1,1,1,1,1
"LRRC32",0,0,0,0,0,0
"PAICS",1,1,1,1,1,1
"CD302",0,0,0,0,0,0
"CXORF36",0,0,0,0,0,0
"PCNA",1,1,1,1,1,1
"RIMS2",1,1,1,1,1,1
"RCC2",1,1,1,1,1,1
"RS1",0,0,0,0,0,0
"ACTL6A",1,1,1,1,1,1
"MELTF",1,1,1,1,1,1
"TRIM59",1,1,1,1,1,1
"GBP6",1,1,1,1,1,1
"CARD14",1,1,1,1,1,1
"ADAMTS20",1,1,1,1,1,1
"TFAP4",1,1,1,1,1,1
"FBXO45",1,1,1,1,1,1
"KRT74",1,1,1,1,1,1
"VIPR1",0,0,0,0,0,0
"MCM6",1,1,1,1,1,1
"LMNB1",1,1,1,1,1,1
"PDLIM2",0,0,0,0,0,0
"DKC1",1,1,1,1,1,1
"PYCR1",1,1,1,1,1,1
"FAM111B",1,1,1,1,1,1
"TESMIN",1,1,1,1,1,1
"EFNA4",1,1,1,1,1,1
"JCAD",0,0,0,0,0,0
"HAP1",1,1,1,1,1,1
"UGT1A6",1,1,1,1,1,1
"SGO2",1,1,1,1,1,1
"GGCT",1,1,1,1,1,1
"LHX2",1,1,1,1,1,1
"SLC15A1",1,1,1,1,1,1
"CKMT1A",1,1,1,1,1,1
"PAFAH1B3",1,1,1,1,1,1
"LHX5",1,1,1,1,1,1
"CENPN",1,1,1,1,1,1
"GMNN",1,1,1,1,1,1
"NME1",1,1,1,1,1,1
"NKX1-2",1,1,1,1,1,1
"RHOJ",0,0,0,0,0,0
"ATAD5",1,1,1,1,1,1
"RFC5",1,1,1,1,1,1
"MRGBP",1,1,1,1,1,1
"AGRP",0,0,0,0,0,0
"RAPGEF2",0,0,0,0,0,0
"HIST1H2BH",1,1,1,1,1,1
"A2M",0,0,0,0,0,0
"FCN3",0,0,0,0,0,0
"IL20RB",1,1,1,1,1,1
"HOXA1",1,1,1,1,1,1
"INCENP",1,1,1,1,1,1
"CAT",0,0,0,0,0,0
"FKBP4",1,1,1,1,1,1
"CABYR",1,1,1,1,1,1
"FAM110D",0,0,0,0,0,0
"SPERT",1,1,1,1,1,1
"FAM72D",1,1,1,1,1,1
"FZD4",0,0,0,0,0,0
"MAGEA4",1,1,1,1,1,1
"GPA33",0,0,0,0,0,0
"MMS22L",1,1,1,1,1,1
"AOC3",0,0,0,0,0,0
"CACNA2D2",0,0,0,0,0,0
"GAL",1,1,1,1,1,1
"DMRTA2",1,1,1,1,1,1
"CCM2L",0,0,0,0,0,0
"NCAPD2",1,1,1,1,1,1
"TAPT1",0,0,0,0,0,0
"ANGPT4",0,0,0,0,0,0
"IL3RA",0,0,0,0,0,0
"CSE1L",1,1,1,1,1,1
"ACE",0,0,0,0,0,0
"SLC7A5",1,1,1,1,1,1
"SLC9A3R2",0,0,0,0,0,0
"HTR2C",1,1,1,1,1,1
"GNG4",1,1,1,1,1,1
"ZFP64",1,1,1,1,1,1
"A2ML1",1,1,1,1,1,1
"APOBEC3B",1,1,1,1,1,1
"GINS3",1,1,1,1,1,1
"ASPA",0,0,0,0,0,0
"TNNC1",0,0,0,0,0,0
"ENG",0,0,0,0,0,0
"EXOC3L1",0,0,0,0,0,0
"ERG",0,0,0,0,0,0
"TMEM171",1,1,1,1,1,1
"FLAD1",1,1,1,1,1,1
"NKAIN1",1,1,1,1,1,1
"FGF11",1,1,1,1,1,1
"NKPD1",1,1,1,1,1,1
"ARRB1",0,0,0,0,0,0
"MAP3K3",0,0,0,0,0,0
"SPATS2",1,1,1,1,1,1
"GEN1",1,1,1,1,1,1
"MARK1",1,1,1,1,1,1
"RCCD1",1,1,1,1,1,1
"KRTAP4-1",1,1,1,1,1,1
"HOXC11",1,1,1,1,1,1
"RAE1",1,1,1,1,1,1
"XXYLT1",1,1,1,1,1,1
"LMNB2",1,1,1,1,1,1
"MRPL3",1,1,1,1,1,1
"KCNG1",1,1,1,1,1,1
"ARHGAP31",0,0,0,0,0,0
"IGF2BP1",1,1,1,1,1,1
"TMEM117",1,1,1,1,1,1
"PRG4",0,0,0,0,0,0
"RBMS2",0,0,0,0,0,0
"VEGFD",0,0,0,0,0,0
"GALNT14",1,1,1,1,1,1
"NPM3",1,1,1,1,1,1
"HOXA11",1,1,1,1,1,1
"BMP7",1,1,1,1,1,1
"MAGEA3",1,1,1,1,1,1
"FIGNL1",1,1,1,1,1,1
"ADAMTS8",0,0,0,0,0,0
"RPP40",1,1,1,1,1,1
"NKAIN2",1,1,1,1,1,1
"LGALS7B",1,1,1,1,1,1
"ACOXL",0,0,0,0,0,0
"PKP3",1,1,1,1,1,1
"SHE",0,0,0,0,0,0
"PTPRZ1",1,1,1,1,1,1
"PHACTR2",0,0,0,0,0,0
"DLX1",1,1,1,1,1,1
"AHCYL2",0,0,0,0,0,0
"SUSD2",0,0,0,0,0,0
"CHTF18",1,1,1,1,1,1
"SRRM3",1,1,1,1,1,1
"GJB4",1,1,1,1,1,1
"C12ORF49",0,0,0,0,0,0
"SGMS2",0,0,0,0,0,0
"CCDC150",1,1,1,1,1,1
"PHACTR1",0,0,0,0,0,0
"SYNE1",0,0,0,0,0,0
"ESRP1",1,1,1,1,1,1
"KLC3",1,1,1,1,1,1
"GLIPR2",0,0,0,0,0,0
"CDH3",1,1,1,1,1,1
"TMEM177",1,1,1,1,1,1
"NECTIN4",1,1,1,1,1,1
"MAGEA6",1,1,1,1,1,1
"KIF22",1,1,1,1,1,1
"GJA3",1,1,1,1,1,1
"NUP155",1,1,1,1,1,1
"TMEM88",0,0,0,0,0,0
"ASAH1",0,0,0,0,0,0
"SASS6",1,1,1,1,1,1
"TMPRSS11F",1,1,1,1,1,1
"MYRF",0,0,0,0,0,0
"CHAF1A",1,1,1,1,1,1
"IL6ST",0,0,0,0,0,0
"SFXN1",1,1,1,1,1,1
"HOXD10",1,1,1,1,1,1
"GPBAR1",0,0,0,0,0,0
"EPB41L5",0,0,0,0,0,0
"BOP1",1,1,1,1,1,1
"ALDH18A1",1,1,1,1,1,1
"RAPGEFL1",1,1,1,1,1,1
"ADGRD1",0,0,0,0,0,0
"LY6K",1,1,1,1,1,1
"MMP1",1,1,1,1,1,1
"POC1A",1,1,1,1,1,1
"STX12",0,0,0,0,0,0
"RPS6KA2",0,0,0,0,0,0
"THOC3",1,1,1,1,1,1
"PEAK1",0,0,0,0,0,0
"KLF2",0,0,0,0,0,0
"CST1",1,1,1,1,1,1
"C1QTNF7",0,0,0,0,0,0
"SH2D5",1,1,1,1,1,1
"HSD17B4",0,0,0,0,0,0
"PNPLA6",0,0,0,0,0,0
"CA9",1,1,1,1,1,1
"UBL3",0,0,0,0,0,0
"DOCK4",0,0,0,0,0,0
"HPDL",1,1,1,1,1,1
"FREM3",0,0,0,0,0,0
"TTLL12",1,1,1,1,1,1
"GPR19",1,1,1,1,1,1
"PLXNB3",1,1,1,1,1,1
"FRMD3",0,0,0,0,0,0
"PREX2",0,0,0,0,0,0
"POLR2H",1,1,1,1,1,1
"FOXL2",1,1,1,1,1,1
"SUV39H2",1,1,1,1,1,1
"NUDT1",1,1,1,1,1,1
"TNFSF13",0,0,0,0,0,0
"FAM105A",0,0,0,0,0,0
"GNG11",0,0,0,0,0,0
"PPP1R14B",1,1,1,1,1,1
"RSPO1",0,0,0,0,0,0
"H2AFX",1,1,1,1,1,1
"SERPINB4",1,1,1,1,1,1
"RANBP1",1,1,1,1,1,1
"RAB3B",1,1,1,1,1,1
"RFWD3",1,1,1,1,1,1
"ALG3",1,1,1,1,1,1
"SLC25A10",1,1,1,1,1,1
"CCT3",1,1,1,1,1,1
"LAD1",1,1,1,1,1,1
"INPP5K",0,0,0,0,0,0
"NDC1",1,1,1,1,1,1
"HOXC10",1,1,1,1,1,1
"EN1",1,1,1,1,1,1
"TMEM79",1,1,1,1,1,1
"GPX3",0,0,0,0,0,0
"CCT5",1,1,1,1,1,1
"NMU",1,1,1,1,1,1
"PADI3",1,1,1,1,1,1
"IVL",1,1,1,1,1,1
"GLDN",0,0,0,0,0,0
"FAM162B",0,0,0,0,0,0
"IL36RN",1,1,1,1,1,1
"FAM189A2",0,0,0,0,0,0
"CGNL1",0,0,0,0,0,0
"FBXO43",1,1,1,1,1,1
"PFN2",1,1,1,1,1,1
"CFL2",0,0,0,0,0,0
"ABCC5",1,1,1,1,1,1
"RASGRP4",0,0,0,0,0,0
"ANKRD18B",1,1,1,1,1,1
"MARC2",0,0,0,0,0,0
"TMPRSS11A",1,1,1,1,1,1
"SPRR2D",1,1,1,1,1,1
"ARHGEF19",1,1,1,1,1,1
"SLC1A1",0,0,0,0,0,0
"DSG2",1,1,1,1,1,1
"CCDC58",1,1,1,1,1,1
"VEPH1",0,0,0,0,0,0
"DRAM1",0,0,0,0,0,0
"DENR",1,1,1,1,1,1
"ADCY4",0,0,0,0,0,0
"KRT75",1,1,1,1,1,1
"PLEKHG6",1,1,1,1,1,1
"DNAJC9",1,1,1,1,1,1
"SRPK1",1,1,1,1,1,1
"CALCRL",0,0,0,0,0,0
"TCF19",1,1,1,1,1,1
"AKR1C2",1,1,1,1,1,1
"FOXD1",1,1,1,1,1,1
"IL36G",1,1,1,1,1,1
"CTXND1",0,0,0,0,0,0
"FBLN5",0,0,0,0,0,0
"OVOL1",1,1,1,1,1,1
"ITGA8",0,0,0,0,0,0
"FGD5",0,0,0,0,0,0
"FEZF1",1,1,1,1,1,1
"SLC6A4",0,0,0,0,0,0
"TACC3",1,1,1,1,1,1
"MMP10",1,1,1,1,1,1
"GSDMC",1,1,1,1,1,1
"SASH1",0,0,0,0,0,0
"PLPP4",1,1,1,1,1,1
"MAGEA11",1,1,1,1,1,1
"ZNF488",1,1,1,1,1,1
"CA4",0,0,0,0,0,0
"CBX2",1,1,1,1,1,1
"FOXF1",0,0,0,0,0,0
"LIMCH1",0,0,0,0,0,0
"PSRC1",1,1,1,1,1,1
"MMP3",1,1,1,1,1,1
"CD101",0,0,0,0,0,0
"PUS7",1,1,1,1,1,1
"COX4I2",0,0,0,0,0,0
"CDK5R1",1,1,1,1,1,1
"PDK1",1,1,1,1,1,1
"FAM72A",1,1,1,1,1,1
"SALL4",1,1,1,1,1,1
"ALAS2",0,0,0,0,0,0
"RMDN3",0,0,0,0,0,0
"KRT78",1,1,1,1,1,1
"GMPS",1,1,1,1,1,1
"TUBA1C",1,1,1,1,1,1
"ADGRE5",0,0,0,0,0,0
"GUCY1A2",0,0,0,0,0,0
"CALML5",1,1,1,1,1,1
"KDR",0,0,0,0,0,0
"SOX21",1,1,1,1,1,1
"SPDL1",1,1,1,1,1,1
"CASKIN1",1,1,1,1,1,1
"ACKR4",0,0,0,0,0,0
"S100A7",1,1,1,1,1,1
"SMAD6",0,0,0,0,0,0
"DLL3",1,1,1,1,1,1
"NMUR1",0,0,0,0,0,0
"SNRPA1",1,1,1,1,1,1
"FADS6",1,1,1,1,1,1
"GADD45B",0,0,0,0,0,0
"RCOR2",1,1,1,1,1,1
"LY6D",1,1,1,1,1,1
"SCARF1",0,0,0,0,0,0
"BRIX1",1,1,1,1,1,1
"HOXB9",1,1,1,1,1,1
"CNFN",1,1,1,1,1,1
"CALCOCO1",0,0,0,0,0,0
"PADI1",1,1,1,1,1,1
"TGM5",1,1,1,1,1,1
"ABCA8",0,0,0,0,0,0
"GYPE",0,0,0,0,0,0
"ARHGAP6",0,0,0,0,0,0
"GPC1",1,1,1,1,1,1
"ITGB4",1,1,1,1,1,1
"APOLD1",0,0,0,0,0,0
"PRIM2",1,1,1,1,1,1
"C1ORF74",1,1,1,1,1,1
"ANKRD1",0,0,0,0,0,0
"CNTNAP2",1,1,1,1,1,1
"GRHL1",1,1,1,1,1,1
"TERT",1,1,1,1,1,1
