"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BUB1",1,1,1,1,1,1
"HMMR",1,1,1,1,1,1
"CKS2",1,1,1,1,1,1
"MELK",1,1,1,1,1,1
"PAFAH1B3",1,1,1,1,1,1
"CCNB1",1,1,1,1,1,1
"CDKN3",1,1,1,1,1,1
"WISP1",1,1,1,1,1,1
"PTTG1",1,1,1,1,1,1
"DLGAP5",1,1,1,1,1,1
"HSPB6",0,0,0,0,0,0
"HBB",0,0,0,0,0,0
"KIF18B",1,1,1,1,1,1
"KIFC1",1,1,1,1,1,1
"PPARG",0,0,0,0,0,0
"BTNL9",0,0,0,0,0,0
"TNXB",0,0,0,0,0,0
"MOCS1",0,0,0,0,0,0
"ARHGAP20",0,0,0,0,0,0
"ASPM",1,1,1,1,1,1
"WDR62",1,1,1,1,1,1
"RRM2",1,1,1,1,1,1
"PALMD",0,0,0,0,0,0
"SPC24",1,1,1,1,1,1
"NEIL3",1,1,1,1,1,1
"EXO1",1,1,1,1,1,1
"C16ORF59",1,1,1,1,1,1
"AURKA",1,1,1,1,1,1
"ZWINT",1,1,1,1,1,1
"EPYC",1,1,1,1,1,1
"CST1",1,1,1,1,1,1
"BUB1B",1,1,1,1,1,1
"PAMR1",0,0,0,0,0,0
"PLPP3",0,0,0,0,0,0
"KIF2C",1,1,1,1,1,1
"GJB2",1,1,1,1,1,1
"ABCD2",0,0,0,0,0,0
"ASPA",0,0,0,0,0,0
"CCDC69",0,0,0,0,0,0
"SKA1",1,1,1,1,1,1
"TK1",1,1,1,1,1,1
"SGO1",1,1,1,1,1,1
"ANLN",1,1,1,1,1,1
"DMGDH",0,0,0,0,0,0
"COMP",1,1,1,1,1,1
"ADAMTS5",0,0,0,0,0,0
"GPBAR1",0,0,0,0,0,0
"NDC80",1,1,1,1,1,1
"SKA3",1,1,1,1,1,1
"GABRD",1,1,1,1,1,1
"TPM3",1,1,1,1,1,1
"CDCA8",1,1,1,1,1,1
"KIF14",1,1,1,1,1,1
"ELMOD3",0,0,0,0,0,0
"TMEM37",0,0,0,0,0,0
"NCAPG",1,1,1,1,1,1
"CDCA5",1,1,1,1,1,1
"BIRC5",1,1,1,1,1,1
"PDE3B",0,0,0,0,0,0
"ACSS2",0,0,0,0,0,0
"VEGFD",0,0,0,0,0,0
"ALPK3",0,0,0,0,0,0
"DDR2",0,0,0,0,0,0
"MCAM",0,0,0,0,0,0
"BICDL1",1,1,1,1,1,1
"STARD9",0,0,0,0,0,0
"TOP2A",1,1,1,1,1,1
"FOXM1",1,1,1,1,1,1
"CD34",0,0,0,0,0,0
"CCNB2",1,1,1,1,1,1
"ERCC6L",1,1,1,1,1,1
"FAM83D",1,1,1,1,1,1
"KLHL33",0,0,0,0,0,0
"CDC20",1,1,1,1,1,1
"POC1A",1,1,1,1,1,1
"KIF23",1,1,1,1,1,1
"GPRIN1",1,1,1,1,1,1
"MMP1",1,1,1,1,1,1
"CEP68",0,0,0,0,0,0
"LRRC15",1,1,1,1,1,1
"GPX3",0,0,0,0,0,0
"KNL1",1,1,1,1,1,1
"SVEP1",0,0,0,0,0,0
"KIAA0408",0,0,0,0,0,0
"IGFBP6",0,0,0,0,0,0
"PAQR4",1,1,1,1,1,1
"KIF11",1,1,1,1,1,1
"CDCA3",1,1,1,1,1,1
"CAVIN2",0,0,0,0,0,0
"GTSE1",1,1,1,1,1,1
"PYCR1",1,1,1,1,1,1
"LMNB1",1,1,1,1,1,1
"TRIM59",1,1,1,1,1,1
"MARC1",0,0,0,0,0,0
"TLN2",0,0,0,0,0,0
"GRM4",1,1,1,1,1,1
"PRC1",1,1,1,1,1,1
"SPAG5",1,1,1,1,1,1
"HAGHL",1,1,1,1,1,1
"RMI2",1,1,1,1,1,1
"ANKRD53",0,0,0,0,0,0
"GINS1",1,1,1,1,1,1
"LEPR",0,0,0,0,0,0
"DEPDC1B",1,1,1,1,1,1
"ABCA9",0,0,0,0,0,0
"EPB42",0,0,0,0,0,0
"NUAK2",1,1,1,1,1,1
"CCL11",1,1,1,1,1,1
"MYZAP",0,0,0,0,0,0
"AURKB",1,1,1,1,1,1
"NKAPL",0,0,0,0,0,0
"LDB2",0,0,0,0,0,0
"SLC50A1",1,1,1,1,1,1
"RAD51",1,1,1,1,1,1
"NCAPH",1,1,1,1,1,1
"ANGPT4",0,0,0,0,0,0
"HCAR2",0,0,0,0,0,0
"ALDH1L1",0,0,0,0,0,0
"CENPM",1,1,1,1,1,1
"RETSAT",0,0,0,0,0,0
"ZNF106",0,0,0,0,0,0
"MKI67",1,1,1,1,1,1
"DEPDC1",1,1,1,1,1,1
"TGFBR2",0,0,0,0,0,0
"MYBL2",1,1,1,1,1,1
"CCDC50",0,0,0,0,0,0
"ACSL1",0,0,0,0,0,0
"CILP2",1,1,1,1,1,1
"CCNA2",1,1,1,1,1,1
"PFKFB1",0,0,0,0,0,0
"FXYD1",0,0,0,0,0,0
"ADAMTS14",1,1,1,1,1,1
"CENPA",1,1,1,1,1,1
"APOB",0,0,0,0,0,0
"EBF3",0,0,0,0,0,0
"TACC3",1,1,1,1,1,1
"AC091551.1",0,0,0,0,0,0
"ESPL1",1,1,1,1,1,1
"ADRA1A",0,0,0,0,0,0
"GPD1",0,0,0,0,0,0
"EZH2",1,1,1,1,1,1
"RHOQ",0,0,0,0,0,0
"PLIN4",0,0,0,0,0,0
"RECQL4",1,1,1,1,1,1
"SEMA3G",0,0,0,0,0,0
"PLXNA4",0,0,0,0,0,0
"PLIN1",0,0,0,0,0,0
"AQP7",0,0,0,0,0,0
"OIP5",1,1,1,1,1,1
"E2F8",1,1,1,1,1,1
"ESM1",1,1,1,1,1,1
"MTFR2",1,1,1,1,1,1
"SYNPO",0,0,0,0,0,0
"SLC17A7",0,0,0,0,0,0
"ANGPTL8",0,0,0,0,0,0
"CENPU",1,1,1,1,1,1
"CTXN1",1,1,1,1,1,1
"PLAC1",1,1,1,1,1,1
"ESCO2",1,1,1,1,1,1
"NMUR1",0,0,0,0,0,0
"CCDC3",0,0,0,0,0,0
"SLC19A3",0,0,0,0,0,0
"EZH1",0,0,0,0,0,0
"GHR",0,0,0,0,0,0
"FERMT2",0,0,0,0,0,0
"GNG11",0,0,0,0,0,0
"BHMT2",0,0,0,0,0,0
"SLC35A2",1,1,1,1,1,1
"PDZD2",0,0,0,0,0,0
"TYRO3",0,0,0,0,0,0
"H2AFY",1,1,1,1,1,1
"GLYAT",0,0,0,0,0,0
"DOCK11",0,0,0,0,0,0
"SHCBP1",1,1,1,1,1,1
"NACC1",1,1,1,1,1,1
"CNIH2",1,1,1,1,1,1
"CST2",1,1,1,1,1,1
"EPAS1",0,0,0,0,0,0
"FRMD1",0,0,0,0,0,0
"ANO6",0,0,0,0,0,0
"AIFM2",0,0,0,0,0,0
"DPT",0,0,0,0,0,0
"DST",0,0,0,0,0,0
"CHRDL1",0,0,0,0,0,0
"MAP1LC3C",0,0,0,0,0,0
"LMOD1",0,0,0,0,0,0
"SCN4A",0,0,0,0,0,0
"CDC45",1,1,1,1,1,1
"CENPE",1,1,1,1,1,1
"CLMP",0,0,0,0,0,0
"GRK3",0,0,0,0,0,0
"PIMREG",1,1,1,1,1,1
"FOXN3",0,0,0,0,0,0
"ADH1A",0,0,0,0,0,0
"OXTR",0,0,0,0,0,0
"PDK4",0,0,0,0,0,0
"SPRY2",0,0,0,0,0,0
"TMEM220",0,0,0,0,0,0
"GNAI1",0,0,0,0,0,0
"AL845331.2",0,0,0,0,0,0
"ROBO4",0,0,0,0,0,0
"CDO1",0,0,0,0,0,0
"UBE2S",1,1,1,1,1,1
"KLF15",0,0,0,0,0,0
"LRRN4CL",0,0,0,0,0,0
"RAD54L",1,1,1,1,1,1
"TXNIP",0,0,0,0,0,0
"RBP4",0,0,0,0,0,0
"AKAP12",0,0,0,0,0,0
"DCUN1D3",0,0,0,0,0,0
"MYOC",0,0,0,0,0,0
"CXORF36",0,0,0,0,0,0
"RDM1",1,1,1,1,1,1
"GALNT15",0,0,0,0,0,0
"ADGRF5",0,0,0,0,0,0
"CTHRC1",1,1,1,1,1,1
"CLEC5A",1,1,1,1,1,1
"HIST1H3H",1,1,1,1,1,1
"TTK",1,1,1,1,1,1
"HBA2",0,0,0,0,0,0
"C1QTNF6",1,1,1,1,1,1
"ABCA10",0,0,0,0,0,0
"FOXO1",0,0,0,0,0,0
"F10",0,0,0,0,0,0
"C1QTNF9",0,0,0,0,0,0
"SCARA5",0,0,0,0,0,0
"ESR2",0,0,0,0,0,0
"G0S2",0,0,0,0,0,0
"ECM2",0,0,0,0,0,0
"NMT2",0,0,0,0,0,0
"ITGB1BP1",0,0,0,0,0,0
"E2F1",1,1,1,1,1,1
"EHD2",0,0,0,0,0,0
"SGK2",0,0,0,0,0,0
"PRR19",1,1,1,1,1,1
"PLSCR4",0,0,0,0,0,0
"EEPD1",0,0,0,0,0,0
"GOLGA8M",0,0,0,0,0,0
"RBMS2",0,0,0,0,0,0
"GABARAPL1",0,0,0,0,0,0
"RNASEH2A",1,1,1,1,1,1
"CPED1",0,0,0,0,0,0
"NUP210",1,1,1,1,1,1
"LHFPL6",0,0,0,0,0,0
"GPIHBP1",0,0,0,0,0,0
"ABCA8",0,0,0,0,0,0
"LEP",0,0,0,0,0,0
"KIF15",1,1,1,1,1,1
"POLQ",1,1,1,1,1,1
"VKORC1L1",0,0,0,0,0,0
"ADRB2",0,0,0,0,0,0
"CD36",0,0,0,0,0,0
"RABIF",1,1,1,1,1,1
"IQANK1",1,1,1,1,1,1
"TIMP4",0,0,0,0,0,0
"ADH5",2,2,2,2,2,2
"MCM10",1,1,1,1,1,1
"CLSPN",1,1,1,1,1,1
"PLPP1",0,0,0,0,0,0
"AC008073.3",0,0,0,0,0,0
"NATD1",0,0,0,0,0,0
"SLC35G2",0,0,0,0,0,0
"CORO2B",0,0,0,0,0,0
"CST4",1,1,1,1,1,1
"MYMX",0,0,0,0,0,0
"PCOLCE2",0,0,0,0,0,0
"CD300LG",0,0,0,0,0,0
"ABCA6",0,0,0,0,0,0
"PNPLA2",0,0,0,0,0,0
"RUSC1",1,1,1,1,1,1
"ANGPTL1",0,0,0,0,0,0
"KIF26B",1,1,1,1,1,1
"CCDC78",1,1,1,1,1,1
"TRIP13",1,1,1,1,1,1
"ANTXR2",0,0,0,0,0,0
"FANCI",1,1,1,1,1,1
"GNG2",0,0,0,0,0,0
"BGN",1,1,1,1,1,1
"STBD1",0,0,0,0,0,0
"CCDC167",1,1,1,1,1,1
"SOX12",1,1,1,1,1,1
"KIF18A",1,1,1,1,1,1
"VWF",0,0,0,0,0,0
"LIFR",0,0,0,0,0,0
"MAD2L1",1,1,1,1,1,1
"CCNF",1,1,1,1,1,1
"GPATCH11",0,0,0,0,0,0
"FAM111B",1,1,1,1,1,1
"C2CD2",0,0,0,0,0,0
"SCT",1,1,1,1,1,1
"RBMS3",0,0,0,0,0,0
"FN1",1,1,1,1,1,1
"CABP1",0,0,0,0,0,0
"CDC14B",0,0,0,0,0,0
"ATOH8",0,0,0,0,0,0
"HEPACAM",0,0,0,0,0,0
"JPT1",1,1,1,1,1,1
"CEP112",0,0,0,0,0,0
"PITX1",1,1,1,1,1,1
"CEBPA",0,0,0,0,0,0
"LTBP4",0,0,0,0,0,0
"RACGAP1",1,1,1,1,1,1
"DTX1",0,0,0,0,0,0
"HMGB3",1,1,1,1,1,1
"GPLD1",0,0,0,0,0,0
"KPNA2",1,1,1,1,1,1
"LGI4",0,0,0,0,0,0
"TBX15",0,0,0,0,0,0
"DGAT2",0,0,0,0,0,0
"ECT2",1,1,1,1,1,1
"CRTAP",0,0,0,0,0,0
"GYS2",0,0,0,0,0,0
"FAM228A",0,0,0,0,0,0
"WDPCP",0,0,0,0,0,0
"CHRNA6",1,1,1,1,1,1
"E2F7",1,1,1,1,1,1
"MAZ",1,1,1,1,1,1
"MAMDC2",0,0,0,0,0,0
"EME1",1,1,1,1,1,1
"LRRC2",0,0,0,0,0,0
"F8",0,0,0,0,0,0
"SPX",0,0,0,0,0,0
"SHE",0,0,0,0,0,0
"SLC7A10",0,0,0,0,0,0
"EHBP1",0,0,0,0,0,0
"DMD",0,0,0,0,0,0
"ABCC9",0,0,0,0,0,0
"KLF4",0,0,0,0,0,0
"HADH",0,0,0,0,0,0
"SLC20A1",1,1,1,1,1,1
"C20ORF194",0,0,0,0,0,0
"POLR3K",1,1,1,1,1,1
"CAVIN1",0,0,0,0,0,0
"KREMEN2",1,1,1,1,1,1
"GBE1",0,0,0,0,0,0
"SLIT3",0,0,0,0,0,0
"MRAP",0,0,0,0,0,0
"ALDH2",0,0,0,0,0,0
"RAB26",1,1,1,1,1,1
"PPP2R1B",0,0,0,0,0,0
"ESYT1",0,0,0,0,0,0
"PACSIN1",1,1,1,1,1,1
"CDCA2",1,1,1,1,1,1
"CKMT2",0,0,0,0,0,0
"METTL7A",0,0,0,0,0,0
"TNS2",0,0,0,0,0,0
"MMRN2",0,0,0,0,0,0
"GNG13",1,1,1,1,1,1
"TK2",0,0,0,0,0,0
"CNN1",0,0,0,0,0,0
"KLHL29",0,0,0,0,0,0
"H2AFZ",1,1,1,1,1,1
"NNAT",0,0,0,0,0,0
"CASQ2",0,0,0,0,0,0
"TLCD1",1,1,1,1,1,1
"CSRNP1",0,0,0,0,0,0
"TDO2",1,1,1,1,1,1
"NR3C1",0,0,0,0,0,0
"PRKAR2B",0,0,0,0,0,0
"UGP2",0,0,0,0,0,0
"PLAC9",0,0,0,0,0,0
"HIST1H2AI",1,1,1,1,1,1
"TUBB3",1,1,1,1,1,1
"FEZ2",2,2,2,2,2,2
"LGALS12",0,0,0,0,0,0
"ARHGAP11A",1,1,1,1,1,1
"SCTR",0,0,0,0,0,0
"CDH20",0,0,0,0,0,0
"KIF22",1,1,1,1,1,1
"MLXIPL",0,0,0,0,0,0
"P4HA3",1,1,1,1,1,1
"CIT",1,1,1,1,1,1
"ANXA1",0,0,0,0,0,0
"SRPX",0,0,0,0,0,0
"MYCT1",0,0,0,0,0,0
"KANK1",0,0,0,0,0,0
"HSPA12A",0,0,0,0,0,0
"ATP1A2",0,0,0,0,0,0
"KLF9",0,0,0,0,0,0
"UNC5B",1,1,1,1,1,1
"ANKDD1A",0,0,0,0,0,0
"SBK1",1,1,1,1,1,1
"OR2B6",1,1,1,1,1,1
"TMEM246",0,0,0,0,0,0
"MND1",1,1,1,1,1,1
"SCN4B",0,0,0,0,0,0
"LIMS2",0,0,0,0,0,0
"MME",0,0,0,0,0,0
"CDC6",1,1,1,1,1,1
"FABP4",0,0,0,0,0,0
"JPT2",1,1,1,1,1,1
"ENPP2",0,0,0,0,0,0
"DNAJB4",0,0,0,0,0,0
"TSHB",0,0,0,0,0,0
"JAM2",0,0,0,0,0,0
"S100P",1,1,1,1,1,1
"F12",1,1,1,1,1,1
"CAMK1",0,0,0,0,0,0
"PEAR1",0,0,0,0,0,0
"CES1",0,0,0,0,0,0
"DENND2A",0,0,0,0,0,0
"PREX2",0,0,0,0,0,0
"DEFB132",0,0,0,0,0,0
"RAD51AP1",1,1,1,1,1,1
"CUTC",0,0,0,0,0,0
"LRRTM2",0,0,0,0,0,0
"ORC6",1,1,1,1,1,1
"AL138752.2",0,0,0,0,0,0
"CRYBG2",1,1,1,1,1,1
"MRAS",0,0,0,0,0,0
"TMEM63B",1,1,1,1,1,1
"SALL4",1,1,1,1,1,1
"TSTA3",1,1,1,1,1,1
"HAPLN1",1,1,1,1,1,1
"CCDC36",0,0,0,0,0,0
"CIDEC",0,0,0,0,0,0
"FLVCR1",1,1,1,1,1,1
"STX11",0,0,0,0,0,0
"ARHGEF15",0,0,0,0,0,0
"CNRIP1",0,0,0,0,0,0
"FAM83H",1,1,1,1,1,1
"TMEM132C",0,0,0,0,0,0
"ANGPTL5",0,0,0,0,0,0
"MASP1",0,0,0,0,0,0
"ALAS2",0,0,0,0,0,0
"HES6",1,1,1,1,1,1
"CENPK",1,1,1,1,1,1
"TTC28",0,0,0,0,0,0
"DHDDS",2,2,2,2,2,2
"LAMP5",1,1,1,1,1,1
"SPATA9",0,0,0,0,0,0
"PDLIM3",0,0,0,0,0,0
"LDLRAD2",0,0,0,0,0,0
"TIMELESS",1,1,1,1,1,1
"EBF2",0,0,0,0,0,0
"GIMAP8",0,0,0,0,0,0
"MFAP2",1,1,1,1,1,1
"CENPI",1,1,1,1,1,1
"MGLL",0,0,0,0,0,0
"GPRASP1",0,0,0,0,0,0
"TNNT1",1,1,1,1,1,1
"SQLE",1,1,1,1,1,1
"PCNA",1,1,1,1,1,1
"TPRN",1,1,1,1,1,1
"PCK1",0,0,0,0,0,0
"H2AFX",1,1,1,1,1,1
"STIL",1,1,1,1,1,1
"CXCL11",1,1,1,1,1,1
"AFAP1L1",0,0,0,0,0,0
"ST6GALNAC6",0,0,0,0,0,0
"CCNE2",1,1,1,1,1,1
"PARP1",1,1,1,1,1,1
"ANK2",0,0,0,0,0,0
"GOLGA8Q",0,0,0,0,0,0
"DPP3",1,1,1,1,1,1
"CA4",0,0,0,0,0,0
"LLGL2",1,1,1,1,1,1
"HIST1H2AM",1,1,1,1,1,1
"CEMIP",1,1,1,1,1,1
"TRIM11",1,1,1,1,1,1
"CGA",1,1,1,1,1,1
"STAT5B",0,0,0,0,0,0
"CLIC5",0,0,0,0,0,0
"CACHD1",0,0,0,0,0,0
"FAM180B",0,0,0,0,0,0
"MPRIP",2,2,2,2,2,2
"MYT1",1,1,1,1,1,1
"CCT3",1,1,1,1,1,1
"ISG15",1,1,1,1,1,1
"IL17D",0,0,0,0,0,0
"AOC2",0,0,0,0,0,0
"MISP",1,1,1,1,1,1
"EGFLAM",0,0,0,0,0,0
"PTBP1",2,2,2,2,2,2
"PROC",1,1,1,1,1,1
"ZNF695",1,1,1,1,1,1
"GNAL",0,0,0,0,0,0
"VGF",1,1,1,1,1,1
"ATP6V0B",1,1,1,1,1,1
"BMP8A",1,1,1,1,1,1
"GSTM5",0,0,0,0,0,0
"PPP4C",1,1,1,1,1,1
"TONSL",1,1,1,1,1,1
"HIST1H2BD",1,1,1,1,1,1
"IGSF10",0,0,0,0,0,0
"HCN2",1,1,1,1,1,1
"PDP2",0,0,0,0,0,0
"LAGE3",1,1,1,1,1,1
"NAT8L",0,0,0,0,0,0
"PALM2-AKAP2",0,0,0,0,0,0
"PRRT4",0,0,0,0,0,0
"RHPN1",1,1,1,1,1,1
"GYPC",0,0,0,0,0,0
"SYNGR3",1,1,1,1,1,1
"DNAH14",1,1,1,1,1,1
"FAM149A",0,0,0,0,0,0
"GOLGA8T",0,0,0,0,0,0
"ST6GALNAC3",0,0,0,0,0,0
"TSHZ2",0,0,0,0,0,0
"CCDC141",0,0,0,0,0,0
"ALDH1A1",0,0,0,0,0,0
"ACTL8",1,1,1,1,1,1
"POLE2",1,1,1,1,1,1
"GIPC2",0,0,0,0,0,0
"MYH11",0,0,0,0,0,0
"RTKN2",1,1,1,1,1,1
"MATN3",1,1,1,1,1,1
"CLCN6",0,0,0,0,0,0
"TUBA1C",1,1,1,1,1,1
"CDK5",1,1,1,1,1,1
"FAM122A",2,2,2,2,2,2
"ARTN",1,1,1,1,1,1
"PKHD1L1",0,0,0,0,0,0
"TIMM17A",1,1,1,1,1,1
"GRM8",1,1,1,1,1,1
"SYNPO2",0,0,0,0,0,0
"MICU3",0,0,0,0,0,0
"PID1",0,0,0,0,0,0
"C3ORF80",1,1,1,1,1,1
"CBX3",1,1,1,1,1,1
"EIF4EBP2",0,0,0,0,0,0
"TFR2",1,1,1,1,1,1
"SLC52A2",1,1,1,1,1,1
"PHLDB1",0,0,0,0,0,0
"LILRB5",0,0,0,0,0,0
"RNFT2",1,1,1,1,1,1
"CETP",0,0,0,0,0,0
"WDR34",1,1,1,1,1,1
"ARF1",1,1,1,1,1,1
"FAM13C",0,0,0,0,0,0
"AKAP6",0,0,0,0,0,0
"ADAM8",1,1,1,1,1,1
"INTS7",1,1,1,1,1,1
"CDT1",1,1,1,1,1,1
"STRBP",1,1,1,1,1,1
"DQX1",1,1,1,1,1,1
"S1PR1",0,0,0,0,0,0
"ARMS2",0,0,0,0,0,0
"AUNIP",1,1,1,1,1,1
"APOLD1",0,0,0,0,0,0
"CXCL10",1,1,1,1,1,1
"MLYCD",0,0,0,0,0,0
"AMOTL2",0,0,0,0,0,0
"TMEM270",1,1,1,1,1,1
"TPD52",1,1,1,1,1,1
"MAB21L1",0,0,0,0,0,0
"FBXO43",1,1,1,1,1,1
"METTL11B",1,1,1,1,1,1
"FREM1",0,0,0,0,0,0
"FFAR4",0,0,0,0,0,0
"ADH1B",0,0,0,0,0,0
"E2F2",1,1,1,1,1,1
"CRB3",1,1,1,1,1,1
"HTR1D",1,1,1,1,1,1
"PECAM1",0,0,0,0,0,0
"PRR11",1,1,1,1,1,1
"MTMR10",0,0,0,0,0,0
"FEN1",1,1,1,1,1,1
"ARHGAP39",1,1,1,1,1,1
"PKD2",0,0,0,0,0,0
"COL6A6",0,0,0,0,0,0
"TOR3A",1,1,1,1,1,1
"NOTCH4",0,0,0,0,0,0
"PRCD",0,0,0,0,0,0
"BNIP2",2,2,2,2,2,2
"EDNRB",0,0,0,0,0,0
"GTF2IRD1",1,1,1,1,1,1
"TMEM206",1,1,1,1,1,1
"PPP1R1A",0,0,0,0,0,0
"OLR1",1,1,1,1,1,1
"HIST1H2BO",1,1,1,1,1,1
"SOX17",0,0,0,0,0,0
"PFKFB3",0,0,0,0,0,0
"RIPPLY3",1,1,1,1,1,1
"KIF24",1,1,1,1,1,1
"GINS2",1,1,1,1,1,1
"VAMP3",2,2,2,2,2,2
"SH3GLB1",2,2,2,2,2,2
"CRY2",0,0,0,0,0,0
"FHL5",0,0,0,0,0,0
"AQP1",0,0,0,0,0,0
"CYP2U1",0,0,0,0,0,0
"ERG",0,0,0,0,0,0
"KCTD5",1,1,1,1,1,1
"CFAP45",1,1,1,1,1,1
"CDH5",0,0,0,0,0,0
"TLN1",2,2,2,2,2,2
"SDS",1,1,1,1,1,1
"ATP6AP1",1,1,1,1,1,1
"EMP1",0,0,0,0,0,0
"MAOA",0,0,0,0,0,0
"MEOX2",0,0,0,0,0,0
"TLCD2",0,0,0,0,0,0
"TNMD",0,0,0,0,0,0
"TCEAL7",0,0,0,0,0,0
"CDKN1C",0,0,0,0,0,0
"TRHDE",0,0,0,0,0,0
"CBX4",1,1,1,1,1,1
"STAB2",0,0,0,0,0,0
"PYCR3",1,1,1,1,1,1
"C10ORF10",0,0,0,0,0,0
"FBXL6",1,1,1,1,1,1
"DIAPH3",1,1,1,1,1,1
"MTHFD2",1,1,1,1,1,1
"EIF2AK1",2,2,2,2,2,2
"HSPB2",0,0,0,0,0,0
"ALDH1A2",0,0,0,0,0,0
"ISG20L2",2,2,2,2,2,2
"ARID5B",0,0,0,0,0,0
"C19ORF12",0,0,0,0,0,0
"ANGPT1",0,0,0,0,0,0
"FAM162B",0,0,0,0,0,0
"EPB41L2",0,0,0,0,0,0
"TAL1",0,0,0,0,0,0
"SLC25A22",1,1,1,1,1,1
"MARCKSL1",1,1,1,1,1,1
"ARHGEF40",0,0,0,0,0,0
"PLK4",1,1,1,1,1,1
"ADIPOQ",0,0,0,0,0,0
"PSRC1",1,1,1,1,1,1
"PTPRB",0,0,0,0,0,0
"P3H4",1,1,1,1,1,1
"HNRNPAB",1,1,1,1,1,1
"FGF1",0,0,0,0,0,0
"NAXE",1,1,1,1,1,1
"TYMS",1,1,1,1,1,1
"MBOAT7",1,1,1,1,1,1
"TUFT1",1,1,1,1,1,1
"CIDEA",0,0,0,0,0,0
"PYGO2",2,2,2,2,2,2
"RCBTB2",0,0,0,0,0,0
"LSM4",1,1,1,1,1,1
"MAP3K20",0,0,0,0,0,0
"COX7A1",0,0,0,0,0,0
"BMX",0,0,0,0,0,0
"MYLK",0,0,0,0,0,0
"HDGF",1,1,1,1,1,1
"TSPAN7",0,0,0,0,0,0
"TEF",0,0,0,0,0,0
"WASF3",0,0,0,0,0,0
"RTBDN",1,1,1,1,1,1
"AHNAK",0,0,0,0,0,0
"CDC20B",1,1,1,1,1,1
"USHBP1",0,0,0,0,0,0
"FAM72D",1,1,1,1,1,1
"EPM2A",0,0,0,0,0,0
"SH3BGRL2",0,0,0,0,0,0
"FAAP24",1,1,1,1,1,1
"FAM196B",0,0,0,0,0,0
"CCM2L",0,0,0,0,0,0
"EOGT",0,0,0,0,0,0
"PROS1",0,0,0,0,0,0
"ERICH4",0,0,0,0,0,0
"NKAIN1",1,1,1,1,1,1
"SLC29A4",0,0,0,0,0,0
"SRP9",1,1,1,1,1,1
