"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GAD1",1,1,1,1,1,1
"OLR1",1,1,1,1,1,1
"LRFN4",1,1,1,1,1,1
"MAGEA12",1,1,1,1,1,1
"INAFM2",0,0,0,0,0,0
"FEZF1",1,1,1,1,1,1
"ATAD5",1,1,1,1,1,1
"ATP11A",1,1,1,1,1,1
"KNTC1",1,1,1,1,1,1
"FAM72A",1,1,1,1,1,1
"BUB1",1,1,1,1,1,1
"STRIP2",1,1,1,1,1,1
"DPT",0,0,0,0,0,0
"ZNF365",0,0,0,0,0,0
"FAP",1,1,1,1,1,1
"MPZ",0,0,0,0,0,0
"SLC51A",0,0,0,0,0,0
"RFC3",1,1,1,1,1,1
"CEMIP",1,1,1,1,1,1
"HMGA2",1,1,1,1,1,1
"CST4",1,1,1,1,1,1
"HOXC12",1,1,1,1,1,1
"ZG16",0,0,0,0,0,0
"C1QTNF6",1,1,1,1,1,1
"RECQL4",1,1,1,1,1,1
"TOP2A",1,1,1,1,1,1
"GADD45B",0,0,0,0,0,0
"RBP2",0,0,0,0,0,0
"ADAMTS14",1,1,1,1,1,1
"ACE",0,0,0,0,0,0
"C4BPA",1,1,1,1,1,1
"PTGR1",0,0,0,0,0,0
"DLEU7",1,1,1,1,1,1
"ABHD6",0,0,0,0,0,0
"PRR5-ARHGAP8",1,1,1,1,1,1
"IGF2BP1",1,1,1,1,1,1
"MAGEA3",1,1,1,1,1,1
"TREM2",1,1,1,1,1,1
"NUF2",1,1,1,1,1,1
"CENPL",1,1,1,1,1,1
"NDC80",1,1,1,1,1,1
"LYVE1",0,0,0,0,0,0
"CSAG1",1,1,1,1,1,1
"PABPC1L",1,1,1,1,1,1
"CEP55",1,1,1,1,1,1
"ASPDH",0,0,0,0,0,0
"CENPO",1,1,1,1,1,1
"PPP1CB",2,2,2,2,2,2
"TBC1D31",1,1,1,1,1,1
"BUB1B",1,1,1,1,1,1
"NEB",1,1,1,1,1,1
"RCC2",1,1,1,1,1,1
"MTFR1L",0,0,0,0,0,0
"KIF4A",1,1,1,1,1,1
"WDR62",1,1,1,1,1,1
"GSN",0,0,0,0,0,0
"DKC1",1,1,1,1,1,1
"MTFR2",1,1,1,1,1,1
"RNFT2",1,1,1,1,1,1
"PRC1",1,1,1,1,1,1
"MMP3",1,1,1,1,1,1
"CCDC150",1,1,1,1,1,1
"CENPE",1,1,1,1,1,1
"FOXS1",1,1,1,1,1,1
"TIMELESS",1,1,1,1,1,1
"SPP1",1,1,1,1,1,1
"RNF11",2,2,2,2,2,2
"SLC6A4",0,0,0,0,0,0
"GINS1",1,1,1,1,1,1
"IL11",1,1,1,1,1,1
"SGO1",1,1,1,1,1,1
"CFD",0,0,0,0,0,0
"ASPM",1,1,1,1,1,1
"MEST",1,1,1,1,1,1
"MYL6",0,0,0,0,0,0
"MAGEA6",1,1,1,1,1,1
"SLC25A4",0,0,0,0,0,0
"KIF15",1,1,1,1,1,1
"KAT2B",0,0,0,0,0,0
"DCSTAMP",1,1,1,1,1,1
"BNIPL",0,0,0,0,0,0
"TMEM26",1,1,1,1,1,1
"FANCD2",1,1,1,1,1,1
"QTRT2",2,2,2,2,2,2
"HOXA10",1,1,1,1,1,1
"RAET1E",0,0,0,0,0,0
"C4ORF3",0,0,0,0,0,0
"CHEK1",1,1,1,1,1,1
"SDS",1,1,1,1,1,1
"CELSR3",1,1,1,1,1,1
"KIF2C",1,1,1,1,1,1
"PRIM2",1,1,1,1,1,1
"TROAP",1,1,1,1,1,1
"NEK2",1,1,1,1,1,1
"ACER1",0,0,0,0,0,0
"FANCB",1,1,1,1,1,1
"MELTF",1,1,1,1,1,1
"PLCD4",0,0,0,0,0,0
"NFE2L2",2,2,2,2,2,2
"CDC7",1,1,1,1,1,1
"MMS22L",1,1,1,1,1,1
"TRIM59",1,1,1,1,1,1
"CSTB",0,0,0,0,0,0
"ORC6",1,1,1,1,1,1
"ETV4",1,1,1,1,1,1
"OTX1",1,1,1,1,1,1
"PPAT",1,1,1,1,1,1
"UHRF1",1,1,1,1,1,1
"PPL",0,0,0,0,0,0
"HJURP",1,1,1,1,1,1
"CRADD",2,2,2,2,2,2
"UNC45B",0,0,0,0,0,0
"FGF19",1,1,1,1,1,1
"STK31",1,1,1,1,1,1
"E2F1",1,1,1,1,1,1
"FAM72B",1,1,1,1,1,1
"RAD51D",2,2,2,2,2,2
"TEAD4",1,1,1,1,1,1
"SLC46A1",0,0,0,0,0,0
"SKA3",1,1,1,1,1,1
"CILP2",1,1,1,1,1,1
"ARHGAP11B",1,1,1,1,1,1
"ZER1",0,0,0,0,0,0
"PINK1",0,0,0,0,0,0
"CHRNA1",1,1,1,1,1,1
"RUNX1",1,1,1,1,1,1
"CALM1",2,2,2,2,2,2
"CDCA2",1,1,1,1,1,1
"KDM8",0,0,0,0,0,0
"TFAP2B",0,0,0,0,0,0
"MAPK15",1,1,1,1,1,1
"VSIG10L",0,0,0,0,0,0
"DBF4",1,1,1,1,1,1
"FAM91A1",1,1,1,1,1,1
"WDHD1",1,1,1,1,1,1
"MKI67",1,1,1,1,1,1
"LRP8",1,1,1,1,1,1
"ABCG2",0,0,0,0,0,0
"ZNF469",1,1,1,1,1,1
"SLC35G1",0,0,0,0,0,0
"LIF",1,1,1,1,1,1
"GPX3",0,0,0,0,0,0
"CFAP157",1,1,1,1,1,1
"RAD54L",1,1,1,1,1,1
"RAP1A",0,0,0,0,0,0
"DDIAS",1,1,1,1,1,1
"MELK",1,1,1,1,1,1
"URB2",1,1,1,1,1,1
"FANCA",1,1,1,1,1,1
"CKM",0,0,0,0,0,0
"BLM",1,1,1,1,1,1
"SNX10",1,1,1,1,1,1
"PIGW",1,1,1,1,1,1
"FNDC1",1,1,1,1,1,1
"PEPD",0,0,0,0,0,0
"NUDCD1",1,1,1,1,1,1
"GDF15",1,1,1,1,1,1
"SPAG5",1,1,1,1,1,1
"SLC2A7",0,0,0,0,0,0
"CDCA5",1,1,1,1,1,1
"SMDT1",0,0,0,0,0,0
"E2F7",1,1,1,1,1,1
"KLF10",0,0,0,0,0,0
"ETFDH",0,0,0,0,0,0
"RIPK2",1,1,1,1,1,1
"SAT2",0,0,0,0,0,0
"NDC1",1,1,1,1,1,1
"RAD51",1,1,1,1,1,1
"CDK1",1,1,1,1,1,1
"SGO2",1,1,1,1,1,1
"GTSE1",1,1,1,1,1,1
"OSBPL3",1,1,1,1,1,1
"PRR11",1,1,1,1,1,1
"GINS4",1,1,1,1,1,1
"BIRC7",1,1,1,1,1,1
"TMEM79",0,0,0,0,0,0
"INPP5A",0,0,0,0,0,0
"ZNF367",1,1,1,1,1,1
"ECM1",0,0,0,0,0,0
"PMM1",0,0,0,0,0,0
"NCAPG2",1,1,1,1,1,1
"FOXM1",1,1,1,1,1,1
"RDH8",1,1,1,1,1,1
"TKFC",0,0,0,0,0,0
"MAD2L1",1,1,1,1,1,1
"ARHGAP8",1,1,1,1,1,1
"AGRN",1,1,1,1,1,1
"STPG4",1,1,1,1,1,1
"BRIP1",1,1,1,1,1,1
"CKAP2L",1,1,1,1,1,1
"IGFBP6",0,0,0,0,0,0
"MB21D1",1,1,1,1,1,1
"C5ORF34",1,1,1,1,1,1
"KIF20B",1,1,1,1,1,1
"KIF11",1,1,1,1,1,1
"NOP2",1,1,1,1,1,1
"RBL1",1,1,1,1,1,1
"AUNIP",1,1,1,1,1,1
"SH3BGR",0,0,0,0,0,0
"BRCA2",1,1,1,1,1,1
"PUS7",1,1,1,1,1,1
"MGAM",0,0,0,0,0,0
"TNFRSF10B",1,1,1,1,1,1
"COLGALT1",2,2,2,2,2,2
"SOX4",1,1,1,1,1,1
"DCLK3",1,1,1,1,1,1
"LEXM",0,0,0,0,0,0
"HEBP1",0,0,0,0,0,0
"TNFSF11",1,1,1,1,1,1
"HTRA4",1,1,1,1,1,1
"POLQ",1,1,1,1,1,1
"CYP2D6",0,0,0,0,0,0
"CAB39L",0,0,0,0,0,0
"RAD54B",1,1,1,1,1,1
"MYZAP",0,0,0,0,0,0
"MCM2",1,1,1,1,1,1
"SULT1A1",0,0,0,0,0,0
"PTGDR2",0,0,0,0,0,0
"SPDL1",1,1,1,1,1,1
"TEF",0,0,0,0,0,0
"KPNA2",1,1,1,1,1,1
"HMGB3",1,1,1,1,1,1
"LAMC2",1,1,1,1,1,1
"PLK4",1,1,1,1,1,1
"SRSF5",2,2,2,2,2,2
"C6ORF223",1,1,1,1,1,1
"RNF185",2,2,2,2,2,2
"NOX1",1,1,1,1,1,1
"TESMIN",1,1,1,1,1,1
"PLEKHG4",1,1,1,1,1,1
"ENDOU",0,0,0,0,0,0
"FAM72C",1,1,1,1,1,1
"ALPPL2",1,1,1,1,1,1
"GYS2",0,0,0,0,0,0
"APLN",1,1,1,1,1,1
"FAM72D",1,1,1,1,1,1
"UBE2T",1,1,1,1,1,1
"SERPINH1",1,1,1,1,1,1
"TXNDC5",0,0,0,0,0,0
"HMMR",1,1,1,1,1,1
"GTPBP4",1,1,1,1,1,1
"KIF20A",1,1,1,1,1,1
"JCHAIN",0,0,0,0,0,0
"DNMT3B",1,1,1,1,1,1
"PNPT1",1,1,1,1,1,1
"TMEM206",1,1,1,1,1,1
"CSF2",1,1,1,1,1,1
"DIEXF",2,2,2,2,2,2
"HPCAL4",0,0,0,0,0,0
"SASH1",0,0,0,0,0,0
"ROGDI",0,0,0,0,0,0
"CMTM5",0,0,0,0,0,0
"COL5A2",1,1,1,1,1,1
"ANKRD35",0,0,0,0,0,0
"PIM1",0,0,0,0,0,0
"GSTM5",0,0,0,0,0,0
"MCM8",1,1,1,1,1,1
"STX12",2,2,2,2,2,2
"USP2",0,0,0,0,0,0
"POLR1B",2,2,2,2,2,2
"ERCC6L",1,1,1,1,1,1
"DDX21",1,1,1,1,1,1
"MYBL2",1,1,1,1,1,1
"HADHA",2,2,2,2,2,2
"SULF1",1,1,1,1,1,1
"GIP",0,0,0,0,0,0
"ACY3",0,0,0,0,0,0
"RBKS",0,0,0,0,0,0
"MAF",0,0,0,0,0,0
"C14ORF105",1,1,1,1,1,1
"BRCA1",1,1,1,1,1,1
"TWNK",1,1,1,1,1,1
"TSPYL2",0,0,0,0,0,0
"PKMYT1",1,1,1,1,1,1
"LGI3",0,0,0,0,0,0
"CDC6",1,1,1,1,1,1
"SPDYC",1,1,1,1,1,1
"SP8",1,1,1,1,1,1
"ACAA1",0,0,0,0,0,0
"GAST",0,0,0,0,0,0
"DNMT1",1,1,1,1,1,1
"HSPD1",1,1,1,1,1,1
"DHRS1",0,0,0,0,0,0
"MMP13",1,1,1,1,1,1
"HEATR1",1,1,1,1,1,1
"CYP4F22",0,0,0,0,0,0
"DLGAP5",1,1,1,1,1,1
"LEAP2",0,0,0,0,0,0
"MSH5",1,1,1,1,1,1
"GRIN2D",1,1,1,1,1,1
"PPP1R1A",0,0,0,0,0,0
"FXYD6",0,0,0,0,0,0
"CKAP2",1,1,1,1,1,1
"CAD",1,1,1,1,1,1
"PGRMC2",2,2,2,2,2,2
"P4HA3",1,1,1,1,1,1
"TTK",1,1,1,1,1,1
"C16ORF59",1,1,1,1,1,1
"RNF222",0,0,0,0,0,0
"CKMT2",0,0,0,0,0,0
"CSAG3",1,1,1,1,1,1
"GNG7",0,0,0,0,0,0
"DPY19L1",1,1,1,1,1,1
"ATP13A3",1,1,1,1,1,1
"YPEL5",2,2,2,2,2,2
"ALDH6A1",0,0,0,0,0,0
"LGI4",0,0,0,0,0,0
"TOM1L2",0,0,0,0,0,0
"G6PC",0,0,0,0,0,0
"GRM8",1,1,1,1,1,1
"ANGPT2",1,1,1,1,1,1
"TOPBP1",1,1,1,1,1,1
"CYP27B1",1,1,1,1,1,1
"ANKRD31",0,0,0,0,0,0
"HOXC13",1,1,1,1,1,1
"NPSR1",1,1,1,1,1,1
"ATP5J",0,0,0,0,0,0
"MMP10",1,1,1,1,1,1
"SOX9",1,1,1,1,1,1
"ULBP1",1,1,1,1,1,1
"RFWD3",1,1,1,1,1,1
"CIDEC",0,0,0,0,0,0
"ZFYVE1",2,2,2,2,2,2
"CBX7",0,0,0,0,0,0
"LEFTY1",1,1,1,1,1,1
"UBE2C",1,1,1,1,1,1
"CCNF",1,1,1,1,1,1
"QSOX2",1,1,1,1,1,1
"S100B",0,0,0,0,0,0
"TMEM253",0,0,0,0,0,0
"ARHGAP10",0,0,0,0,0,0
"HOXA9",1,1,1,1,1,1
"NCOA4",2,2,2,2,2,2
"CSTA",0,0,0,0,0,0
"DHDH",0,0,0,0,0,0
"RHPN1",1,1,1,1,1,1
"MEX3A",1,1,1,1,1,1
"ACBD4",0,0,0,0,0,0
"MTTP",0,0,0,0,0,0
"NCAPG",1,1,1,1,1,1
"SHCBP1",1,1,1,1,1,1
"TMEM120A",0,0,0,0,0,0
"RFC4",1,1,1,1,1,1
"AURKA",1,1,1,1,1,1
"CBFB",2,2,2,2,2,2
"TTYH3",1,1,1,1,1,1
"DHRS7",0,0,0,0,0,0
"NCAPH",1,1,1,1,1,1
"CLEC5A",1,1,1,1,1,1
"ZNF267",2,2,2,2,2,2
"EZH2",1,1,1,1,1,1
"PRKCG",1,1,1,1,1,1
"MKNK2",0,0,0,0,0,0
"HSPA2",0,0,0,0,0,0
"DCAF13",1,1,1,1,1,1
"WDR43",2,2,2,2,2,2
"CLDN6",1,1,1,1,1,1
"SKA1",1,1,1,1,1,1
"SPINK5",0,0,0,0,0,0
"ZNF670-ZNF695",1,1,1,1,1,1
"ACOX3",0,0,0,0,0,0
"IGF2BP3",1,1,1,1,1,1
"MASTL",1,1,1,1,1,1
"FCGR1A",1,1,1,1,1,1
"ACO2",0,0,0,0,0,0
"MSH2",1,1,1,1,1,1
"PLAU",1,1,1,1,1,1
"EVX1",1,1,1,1,1,1
"CT83",1,1,1,1,1,1
"POP1",1,1,1,1,1,1
"C16ORF89",0,0,0,0,0,0
"DEPDC1B",1,1,1,1,1,1
"COX7A1",0,0,0,0,0,0
"CXCL8",1,1,1,1,1,1
"DHRS11",0,0,0,0,0,0
"SIGLEC11",0,0,0,0,0,0
"SCARA5",0,0,0,0,0,0
"MMP7",1,1,1,1,1,1
"FOXD2",1,1,1,1,1,1
"ZFP36",0,0,0,0,0,0
"HADH",0,0,0,0,0,0
"TGIF1",1,1,1,1,1,1
"CCNDBP1",2,2,2,2,2,2
"TONSL",1,1,1,1,1,1
"ANXA1",0,0,0,0,0,0
"RXRG",0,0,0,0,0,0
"RNASE1",0,0,0,0,0,0
"CXCL9",1,1,1,1,1,1
"IGFBP1",1,1,1,1,1,1
"MYOT",0,0,0,0,0,0
"HAVCR1",1,1,1,1,1,1
"F2R",1,1,1,1,1,1
"CDC45",1,1,1,1,1,1
"MALL",0,0,0,0,0,0
"BCL2L2",2,2,2,2,2,2
"TARBP1",1,1,1,1,1,1
"LRRC3",0,0,0,0,0,0
"MCM4",1,1,1,1,1,1
"KCNA5",0,0,0,0,0,0
"PARP14",1,1,1,1,1,1
"ACTL8",1,1,1,1,1,1
"KNOP1",2,2,2,2,2,2
"OSGIN1",0,0,0,0,0,0
"CFAP47",1,1,1,1,1,1
"CHTF18",1,1,1,1,1,1
"RHOB",0,0,0,0,0,0
"MYOC",0,0,0,0,0,0
"CASTOR1",0,0,0,0,0,0
"CST2",1,1,1,1,1,1
"CRY2",0,0,0,0,0,0
"ELL2",0,0,0,0,0,0
"HLF",0,0,0,0,0,0
"GFRA2",0,0,0,0,0,0
"PLAC9",0,0,0,0,0,0
"MXI1",0,0,0,0,0,0
"XPO1",2,2,2,2,2,2
"PER1",0,0,0,0,0,0
"MSLNL",1,1,1,1,1,1
"THBS2",1,1,1,1,1,1
"LCT",0,0,0,0,0,0
"CASP2",2,2,2,2,2,2
"IGFL2",1,1,1,1,1,1
"CKAP5",2,2,2,2,2,2
"AMH",1,1,1,1,1,1
"FCGR3A",1,1,1,1,1,1
"FGL2",0,0,0,0,0,0
"HASPIN",1,1,1,1,1,1
"MTHFD2",1,1,1,1,1,1
"FXYD1",0,0,0,0,0,0
"ATR",1,1,1,1,1,1
"FBXL5",2,2,2,2,2,2
"GCNT4",0,0,0,0,0,0
"POLE2",1,1,1,1,1,1
"TIGD1",1,1,1,1,1,1
"BMP8A",1,1,1,1,1,1
"MICALL1",0,0,0,0,0,0
"NCAPD3",1,1,1,1,1,1
"PLA2G7",1,1,1,1,1,1
"CYP3A4",0,0,0,0,0,0
"ADPGK",2,2,2,2,2,2
"DAB1",0,0,0,0,0,0
"DENND2C",0,0,0,0,0,0
"PYGM",0,0,0,0,0,0
"CRYL1",0,0,0,0,0,0
"OTOP3",0,0,0,0,0,0
"GSTM2",0,0,0,0,0,0
"C22ORF39",2,2,2,2,2,2
"MAGEA4",1,1,1,1,1,1
"MATN3",1,1,1,1,1,1
"PUS1",1,1,1,1,1,1
"PARPBP",1,1,1,1,1,1
"RMND5B",2,2,2,2,2,2
"FBXO8",2,2,2,2,2,2
"PTGS1",0,0,0,0,0,0
"COL3A1",1,1,1,1,1,1
"CENPK",1,1,1,1,1,1
"SLCO1B3",1,1,1,1,1,1
"EPM2A",0,0,0,0,0,0
"IL17RB",1,1,1,1,1,1
"ORC1",1,1,1,1,1,1
"DUSP27",1,1,1,1,1,1
"BTBD16",1,1,1,1,1,1
"FRMD5",1,1,1,1,1,1
"PPM1A",2,2,2,2,2,2
"KIAA1191",2,2,2,2,2,2
"ACE2",0,0,0,0,0,0
"ZNF281",2,2,2,2,2,2
"SLC23A1",0,0,0,0,0,0
"TPM1",0,0,0,0,0,0
"CHIT1",1,1,1,1,1,1
"DDX31",2,2,2,2,2,2
"COMP",1,1,1,1,1,1
"LSG1",2,2,2,2,2,2
"VIT",0,0,0,0,0,0
"KCNE2",0,0,0,0,0,0
"DSTN",0,0,0,0,0,0
"SLC51B",0,0,0,0,0,0
"KLF9",0,0,0,0,0,0
"ANKRD9",0,0,0,0,0,0
"PLCD1",0,0,0,0,0,0
"FOXH1",1,1,1,1,1,1
"PDCD11",2,2,2,2,2,2
"KAT2A",2,2,2,2,2,2
"CYB5A",0,0,0,0,0,0
"ALDOB",0,0,0,0,0,0
"ARHGEF38",1,1,1,1,1,1
"SUV39H2",1,1,1,1,1,1
"APOC1",1,1,1,1,1,1
"SMC2",1,1,1,1,1,1
"AIF1L",0,0,0,0,0,0
"RGS2",0,0,0,0,0,0
"LRRC4",0,0,0,0,0,0
"RAB5B",2,2,2,2,2,2
"DHX34",1,1,1,1,1,1
"ERICH4",0,0,0,0,0,0
"MYO1B",1,1,1,1,1,1
"TCP11L2",0,0,0,0,0,0
"WISP2",0,0,0,0,0,0
"C3ORF18",0,0,0,0,0,0
"NUSAP1",1,1,1,1,1,1
"APOA2",1,1,1,1,1,1
"CIRBP",2,2,2,2,2,2
"FAM180B",0,0,0,0,0,0
"TM6SF2",0,0,0,0,0,0
"PXMP2",0,0,0,0,0,0
"WDR72",1,1,1,1,1,1
"STIM1",2,2,2,2,2,2
"CCR8",1,1,1,1,1,1
"GPAT3",0,0,0,0,0,0
"LEMD1",1,1,1,1,1,1
"NR4A3",0,0,0,0,0,0
"PITX1",0,0,0,0,0,0
"CORIN",1,1,1,1,1,1
"MOB2",2,2,2,2,2,2
"PRSS27",0,0,0,0,0,0
"NUP107",1,1,1,1,1,1
"TMEM154",0,0,0,0,0,0
"CCNB2",1,1,1,1,1,1
"CBX2",1,1,1,1,1,1
"SULT1A2",0,0,0,0,0,0
"MSR1",1,1,1,1,1,1
"BCO1",0,0,0,0,0,0
"CBX3",2,2,2,2,2,2
"NAP1L5",0,0,0,0,0,0
"CSE1L",1,1,1,1,1,1
"BTD",0,0,0,0,0,0
"TRPM2",1,1,1,1,1,1
"MOAP1",2,2,2,2,2,2
"JRKL",2,2,2,2,2,2
"EHD3",0,0,0,0,0,0
"MUC16",1,1,1,1,1,1
"ADHFE1",0,0,0,0,0,0
"ADAMTS1",0,0,0,0,0,0
"ZNF195",1,1,1,1,1,1
"SASS6",1,1,1,1,1,1
"ARHGAP39",1,1,1,1,1,1
"JUN",0,0,0,0,0,0
"CCNE1",1,1,1,1,1,1
"C17ORF53",1,1,1,1,1,1
"DSN1",1,1,1,1,1,1
"PODXL",1,1,1,1,1,1
"ELFN2",1,1,1,1,1,1
"PRADC1",0,0,0,0,0,0
"TYMS",1,1,1,1,1,1
"CENPA",1,1,1,1,1,1
"ZNF761",1,1,1,1,1,1
"KIF24",1,1,1,1,1,1
"ELOVL4",0,0,0,0,0,0
"SPINK2",0,0,0,0,0,0
"SLCO1A2",1,1,1,1,1,1
"CYSRT1",0,0,0,0,0,0
"FIGNL1",1,1,1,1,1,1
"UTP20",2,2,2,2,2,2
"LY6G6C",0,0,0,0,0,0
"MTUS2",0,0,0,0,0,0
"MAL",0,0,0,0,0,0
"ADAMTS18",1,1,1,1,1,1
"RRP12",2,2,2,2,2,2
"CCL7",1,1,1,1,1,1
"PTN",0,0,0,0,0,0
"ST6GALNAC6",0,0,0,0,0,0
"PRKN",0,0,0,0,0,0
"AHNAK",0,0,0,0,0,0
"ITGAX",1,1,1,1,1,1
"DUSP5",0,0,0,0,0,0
"PRKDC",1,1,1,1,1,1
"NKRF",2,2,2,2,2,2
"MFAP2",1,1,1,1,1,1
"SAPCD2",1,1,1,1,1,1
"CALCOCO1",0,0,0,0,0,0
"HAGH",2,2,2,2,2,2
"KLF8",0,0,0,0,0,0
"TNFRSF11B",1,1,1,1,1,1
"GUCA2B",0,0,0,0,0,0
"JDP2",0,0,0,0,0,0
"SFRP4",1,1,1,1,1,1
"GAL3ST2",1,1,1,1,1,1
"IL1RN",0,0,0,0,0,0
"ZGRF1",1,1,1,1,1,1
"ADAMTSL1",0,0,0,0,0,0
"EFS",0,0,0,0,0,0
"ACADM",0,0,0,0,0,0
"HPGD",0,0,0,0,0,0
"NAT10",2,2,2,2,2,2
"DCLRE1B",2,2,2,2,2,2
"KLF4",0,0,0,0,0,0
"NT5DC4",1,1,1,1,1,1
"ANO10",2,2,2,2,2,2
"DEPDC1",1,1,1,1,1,1
"MPP1",0,0,0,0,0,0
"PRSS51",1,1,1,1,1,1
"PDLIM2",0,0,0,0,0,0
"RTEL1-TNFRSF6B",1,1,1,1,1,1
"FAM107A",0,0,0,0,0,0
"PLK1",1,1,1,1,1,1
"SIDT2",0,0,0,0,0,0
"GEN1",1,1,1,1,1,1
"BTC",0,0,0,0,0,0
"MMP8",1,1,1,1,1,1
"ZNF485",1,1,1,1,1,1
"EML4",2,2,2,2,2,2
"CPXM1",1,1,1,1,1,1
"PAICS",1,1,1,1,1,1
"RDH12",0,0,0,0,0,0
"MAPK3",0,0,0,0,0,0
"CCDC69",0,0,0,0,0,0
"SLX4IP",1,1,1,1,1,1
"CKB",0,0,0,0,0,0
"GPATCH4",2,2,2,2,2,2
"ASPA",0,0,0,0,0,0
"DONSON",2,2,2,2,2,2
"EVA1A",1,1,1,1,1,1
"SNX1",2,2,2,2,2,2
"KNL1",1,1,1,1,1,1
"GID4",0,0,0,0,0,0
"CXCL6",1,1,1,1,1,1
"FHOD1",2,2,2,2,2,2
"LRRC3B",0,0,0,0,0,0
"C11ORF86",0,0,0,0,0,0
"CENPN",1,1,1,1,1,1
"KNSTRN",1,1,1,1,1,1
"FABP2",0,0,0,0,0,0
"MET",1,1,1,1,1,1
"CDKN1A",0,0,0,0,0,0
"CYP4F2",0,0,0,0,0,0
"PBK",1,1,1,1,1,1
"DERL3",0,0,0,0,0,0
"MCM3",1,1,1,1,1,1
"BMP1",1,1,1,1,1,1
"ERFE",1,1,1,1,1,1
"GNA11",0,0,0,0,0,0
"TICRR",1,1,1,1,1,1
"ARC",0,0,0,0,0,0
"KRTAP4-1",1,1,1,1,1,1
"PNRC1",2,2,2,2,2,2
"ALDH3A2",0,0,0,0,0,0
"LAMB4",0,0,0,0,0,0
"P2RY14",0,0,0,0,0,0
"FAM219B",2,2,2,2,2,2
"TMEM100",0,0,0,0,0,0
"APOA4",0,0,0,0,0,0
"AES",2,2,2,2,2,2
"CREB3L3",0,0,0,0,0,0
"CTPS1",2,2,2,2,2,2
