"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MED21",2,2,2,2,2,2
"HOXB5",0,0,0,0,0,0
"PALM3",0,0,0,0,0,0
"MAT2B",2,2,2,2,2,2
"C2ORF88",0,0,0,0,0,0
"KRT24",0,0,0,0,0,0
"POU2F3",0,0,0,0,0,0
"EZH2",1,1,1,1,1,1
"FNDC10",1,1,1,1,1,1
"APOBEC3C",0,0,0,0,0,0
"PHGR1",1,1,1,1,1,1
"TMLHE",0,0,0,0,0,0
"PTGS1",0,0,0,0,0,0
"SLC26A6",1,1,1,1,1,1
"GNL3",2,2,2,2,2,2
"MFN2",2,2,2,2,2,2
"SNPH",0,0,0,0,0,0
"PTGS2",0,0,0,0,0,0
"SLIT1",1,1,1,1,1,1
"TES",0,0,0,0,0,0
"PAQR5",0,0,0,0,0,0
"RAB9B",0,0,0,0,0,0
"CFAP65",1,1,1,1,1,1
"PARVA",2,2,2,2,2,2
"GNAZ",0,0,0,0,0,0
"SDCCAG3",2,2,2,2,2,2
"ME1",0,0,0,0,0,0
"LRRC56",1,1,1,1,1,1
"ESRP2",1,1,1,1,1,1
"C11ORF45",0,0,0,0,0,0
"APOBEC3G",0,0,0,0,0,0
"CPLX1",1,1,1,1,1,1
"EFNB1",0,0,0,0,0,0
"SH3GLB1",2,2,2,2,2,2
"NUP210",1,1,1,1,1,1
"SLPI",0,0,0,0,0,0
"SBSPON",0,0,0,0,0,0
"NETO2",1,1,1,1,1,1
"PGRMC1",2,2,2,2,2,2
"ANKMY2",2,2,2,2,2,2
"TRPM3",0,0,0,0,0,0
"ALDH1L2",0,0,0,0,0,0
"DNAH5",1,1,1,1,1,1
"HIST3H2A",1,1,1,1,1,1
"C15ORF41",0,0,0,0,0,0
"SCARA3",0,0,0,0,0,0
"TMEM120B",2,2,2,2,2,2
"PLEKHA2",0,0,0,0,0,0
"CFL2",0,0,0,0,0,0
"LMO3",0,0,0,0,0,0
"SEC23A",0,0,0,0,0,0
"AFAP1L2",0,0,0,0,0,0
"C8ORF88",0,0,0,0,0,0
"RAB17",1,1,1,1,1,1
"SLC9A1",2,2,2,2,2,2
"LARGE1",0,0,0,0,0,0
"SMPDL3B",1,1,1,1,1,1
"TRIM61",0,0,0,0,0,0
"CBX8",1,1,1,1,1,1
"FOXD1",1,1,1,1,1,1
"DUSP19",0,0,0,0,0,0
"PLBD1",0,0,0,0,0,0
"C22ORF23",0,0,0,0,0,0
"MMP26",1,1,1,1,1,1
"TSPAN18",0,0,0,0,0,0
"CAMKK2",1,1,1,1,1,1
"LYVE1",0,0,0,0,0,0
"GOLM1",1,1,1,1,1,1
"RBBP7",2,2,2,2,2,2
"NYNRIN",0,0,0,0,0,0
"C2ORF72",1,1,1,1,1,1
"EIF4EBP2",2,2,2,2,2,2
"ANO6",0,0,0,0,0,0
"SLC26A3",0,0,0,0,0,0
"C20ORF194",0,0,0,0,0,0
"ARC",0,0,0,0,0,0
"PDIA2",1,1,1,1,1,1
"CASKIN1",1,1,1,1,1,1
"TMEM132A",1,1,1,1,1,1
"TPM1",0,0,0,0,0,0
"C20ORF202",0,0,0,0,0,0
"GSTP1",0,0,0,0,0,0
"ANGPT1",0,0,0,0,0,0
"ITSN1",2,2,2,2,2,2
"ATP1A4",0,0,0,0,0,0
"PRDM11",2,2,2,2,2,2
"PODXL2",1,1,1,1,1,1
"RAP1A",2,2,2,2,2,2
"DUSP2",0,0,0,0,0,0
"C12ORF75",0,0,0,0,0,0
"PPP1R12A",2,2,2,2,2,2
"SLC25A22",1,1,1,1,1,1
"FRMPD3",1,1,1,1,1,1
"FEM1B",2,2,2,2,2,2
"VWA5B2",0,0,0,0,0,0
"FERMT2",0,0,0,0,0,0
"COL2A1",1,1,1,1,1,1
"ELP3",2,2,2,2,2,2
"UGT2B4",1,1,1,1,1,1
"MATK",1,1,1,1,1,1
"COLCA2",0,0,0,0,0,0
"FAM13B",2,2,2,2,2,2
"FGFRL1",1,1,1,1,1,1
"CAV1",0,0,0,0,0,0
"CST2",1,1,1,1,1,1
"DCUN1D4",2,2,2,2,2,2
"DLX2",1,1,1,1,1,1
"SLC25A12",2,2,2,2,2,2
"BNIP2",2,2,2,2,2,2
"ZNF90",0,0,0,0,0,0
"ZSCAN2",2,2,2,2,2,2
"C2CD4C",1,1,1,1,1,1
"PCSK6",1,1,1,1,1,1
"SPINT3",0,0,0,0,0,0
"TRIM31",0,0,0,0,0,0
"TMEM184A",1,1,1,1,1,1
"RBBP8",2,2,2,2,2,2
"SAMD10",1,1,1,1,1,1
"EPM2A",2,2,2,2,2,2
"SCN11A",0,0,0,0,0,0
"NLRP12",1,1,1,1,1,1
"NEURL1B",0,0,0,0,0,0
"STAT5B",2,2,2,2,2,2
"DUSP3",2,2,2,2,2,2
"POU3F3",0,0,0,0,0,0
"DCAF12L1",0,0,0,0,0,0
"PAQR6",1,1,1,1,1,1
"HSPA6",0,0,0,0,0,0
"SAMD12",0,0,0,0,0,0
"NKAPL",0,0,0,0,0,0
"IL18R1",0,0,0,0,0,0
"RNF180",0,0,0,0,0,0
"DBNDD1",1,1,1,1,1,1
"IRF5",0,0,0,0,0,0
"SGCB",0,0,0,0,0,0
"PIP5K1B",0,0,0,0,0,0
"B4GALNT4",1,1,1,1,1,1
"HRASLS5",0,0,0,0,0,0
"VAV2",2,2,2,2,2,2
"KATNAL1",0,0,0,0,0,0
"ZNF154",0,0,0,0,0,0
"MYLK",0,0,0,0,0,0
"ATP8A2",1,1,1,1,1,1
"MYBL2",1,1,1,1,1,1
"PRR7",1,1,1,1,1,1
"SCPEP1",2,2,2,2,2,2
"DEFB132",0,0,0,0,0,0
"IQANK1",1,1,1,1,1,1
"PATE1",0,0,0,0,0,0
"NEK5",1,1,1,1,1,1
"DCHS2",0,0,0,0,0,0
"TFE3",2,2,2,2,2,2
"WDR1",2,2,2,2,2,2
"ILK",0,0,0,0,0,0
"GRXCR1",0,0,0,0,0,0
"NDRG2",0,0,0,0,0,0
"CRYZ",2,2,2,2,2,2
"ANKRD66",1,1,1,1,1,1
"FDX1",2,2,2,2,2,2
"FRMD6",0,0,0,0,0,0
"CALM1",2,2,2,2,2,2
"RASL11B",0,0,0,0,0,0
"CERS1",1,1,1,1,1,1
"GSC",1,1,1,1,1,1
"RCBTB2",2,2,2,2,2,2
"GRK2",2,2,2,2,2,2
"CCDC78",1,1,1,1,1,1
"RBFOX2",2,2,2,2,2,2
"TMEM132C",0,0,0,0,0,0
"CXCR2",0,0,0,0,0,0
"KLHL4",0,0,0,0,0,0
"APOC1",1,1,1,1,1,1
"SULT2A1",0,0,0,0,0,0
"TFAP2B",0,0,0,0,0,0
"PAX1",1,1,1,1,1,1
"DUOX1",0,0,0,0,0,0
"KCNJ1",0,0,0,0,0,0
"ICA1",2,2,2,2,2,2
"TMEM238",1,1,1,1,1,1
"RMDN2",2,2,2,2,2,2
"PRNP",2,2,2,2,2,2
"SEC16A",2,2,2,2,2,2
"CALD1",0,0,0,0,0,0
"CYP4F8",0,0,0,0,0,0
"PALLD",0,0,0,0,0,0
"HOXC4",1,1,1,1,1,1
"ASPHD1",1,1,1,1,1,1
"VAMP3",2,2,2,2,2,2
"SVIL",0,0,0,0,0,0
"ACSM1",1,1,1,1,1,1
"TBL1X",2,2,2,2,2,2
"TRAF4",2,2,2,2,2,2
"STX19",1,1,1,1,1,1
"UNC5A",1,1,1,1,1,1
"PCDH7",0,0,0,0,0,0
"SPTBN2",1,1,1,1,1,1
"TOR1AIP1",2,2,2,2,2,2
"GATM",0,0,0,0,0,0
"FBXO30",2,2,2,2,2,2
"AMOT",0,0,0,0,0,0
"INPP5F",2,2,2,2,2,2
"RBMS3",0,0,0,0,0,0
"KIF4A",1,1,1,1,1,1
"ARVCF",2,2,2,2,2,2
"FBP2",0,0,0,0,0,0
"KCNG3",1,1,1,1,1,1
"SH2D1B",0,0,0,0,0,0
"CORO1C",2,2,2,2,2,2
"NECAB1",0,0,0,0,0,0
"SLC25A45",1,1,1,1,1,1
"STK26",0,0,0,0,0,0
"ANKRD34B",1,1,1,1,1,1
"LURAP1",0,0,0,0,0,0
"SHISA8",1,1,1,1,1,1
"DAAM2",0,0,0,0,0,0
"ST5",0,0,0,0,0,0
"VCL",0,0,0,0,0,0
"CAV2",0,0,0,0,0,0
"KCTD14",0,0,0,0,0,0
"PAK3",0,0,0,0,0,0
"SLC27A4",2,2,2,2,2,2
"GATA3",0,0,0,0,0,0
"TLCD1",1,1,1,1,1,1
"GAL",1,1,1,1,1,1
"PKP3",2,2,2,2,2,2
"IL1RL1",0,0,0,0,0,0
"CSK",2,2,2,2,2,2
"TMOD2",0,0,0,0,0,0
"ATP10B",0,0,0,0,0,0
"MEX3D",2,2,2,2,2,2
"ASPA",0,0,0,0,0,0
"ALB",1,1,1,1,1,1
"ANP32E",0,0,0,0,0,0
"ADAM2",1,1,1,1,1,1
"ETNK2",0,0,0,0,0,0
"ZNF74",2,2,2,2,2,2
"APOF",1,1,1,1,1,1
"LETM1",2,2,2,2,2,2
"ERGIC1",2,2,2,2,2,2
"EYA4",0,0,0,0,0,0
"AMH",1,1,1,1,1,1
"PLAG1",0,0,0,0,0,0
"ACSS1",2,2,2,2,2,2
"EPHA8",1,1,1,1,1,1
"FAM110C",0,0,0,0,0,0
"MGAT4B",2,2,2,2,2,2
"RRM2",1,1,1,1,1,1
"RHPN1",1,1,1,1,1,1
"MAMLD1",0,0,0,0,0,0
"THRSP",0,0,0,0,0,0
"TMX4",2,2,2,2,2,2
"POU5F1B",1,1,1,1,1,1
"LCA5",0,0,0,0,0,0
"TTLL12",2,2,2,2,2,2
"OVCH2",0,0,0,0,0,0
"RHBDL3",0,0,0,0,0,0
"SCN5A",0,0,0,0,0,0
"PLCD1",2,2,2,2,2,2
"L3MBTL4",0,0,0,0,0,0
"TMEM37",0,0,0,0,0,0
"TCEAL1",2,2,2,2,2,2
"PRICKLE2",0,0,0,0,0,0
"GTSE1",1,1,1,1,1,1
"KIF9",2,2,2,2,2,2
"HMGN4",2,2,2,2,2,2
"FN1",0,0,0,0,0,0
"KPNA3",2,2,2,2,2,2
"CCDC85A",0,0,0,0,0,0
"LVRN",0,0,0,0,0,0
"C19ORF48",1,1,1,1,1,1
"USP44",0,0,0,0,0,0
"DNAJC18",2,2,2,2,2,2
"PHYHIPL",0,0,0,0,0,0
"POLR2H",2,2,2,2,2,2
"NACC2",2,2,2,2,2,2
"CTTNBP2",0,0,0,0,0,0
"SEPT10",2,2,2,2,2,2
"CHTF18",1,1,1,1,1,1
"ARHGAP19-SLIT1",1,1,1,1,1,1
"CDC20",1,1,1,1,1,1
"CERS4",1,1,1,1,1,1
"STAC",0,0,0,0,0,0
"CLEC18B",1,1,1,1,1,1
"LPIN1",2,2,2,2,2,2
"MUC15",0,0,0,0,0,0
"E2F5",2,2,2,2,2,2
"PSIP1",2,2,2,2,2,2
"FOXN4",1,1,1,1,1,1
"SPOP",2,2,2,2,2,2
"YAP1",2,2,2,2,2,2
"CDC42EP4",2,2,2,2,2,2
"SLC9A4",0,0,0,0,0,0
"BDH1",2,2,2,2,2,2
"TARBP1",1,1,1,1,1,1
"NUDT19",2,2,2,2,2,2
"C16ORF59",1,1,1,1,1,1
"PIK3R1",0,0,0,0,0,0
"TMEM43",2,2,2,2,2,2
"PADI3",0,0,0,0,0,0
"C16ORF45",0,0,0,0,0,0
"CLDN19",0,0,0,0,0,0
"PCGF3",2,2,2,2,2,2
"SYNPO2",0,0,0,0,0,0
"LHX1",0,0,0,0,0,0
"GPD1",0,0,0,0,0,0
"KIT",0,0,0,0,0,0
"CDC42EP3",0,0,0,0,0,0
"LCN15",0,0,0,0,0,0
"DAB2IP",2,2,2,2,2,2
"SEMA6D",0,0,0,0,0,0
"C1QTNF1",0,0,0,0,0,0
"KLHL17",1,1,1,1,1,1
"BOP1",1,1,1,1,1,1
"MOGS",2,2,2,2,2,2
"ARHGEF9",2,2,2,2,2,2
"SLC6A2",0,0,0,0,0,0
"KANK2",0,0,0,0,0,0
"TP53INP1",1,1,1,1,1,1
"CBX7",2,2,2,2,2,2
"RIMS3",0,0,0,0,0,0
"ZNF485",2,2,2,2,2,2
"TAF3",2,2,2,2,2,2
"JAZF1",0,0,0,0,0,0
"DLX1",1,1,1,1,1,1
"NPTN",2,2,2,2,2,2
"GNAL",0,0,0,0,0,0
"AP4S1",2,2,2,2,2,2
"ADAMTS5",0,0,0,0,0,0
"TFF3",1,1,1,1,1,1
"CCDC181",0,0,0,0,0,0
"CTU1",1,1,1,1,1,1
"B3GNT6",1,1,1,1,1,1
"PRKG1",0,0,0,0,0,0
"TLN1",2,2,2,2,2,2
"MSRB3",0,0,0,0,0,0
"BYSL",2,2,2,2,2,2
"PIWIL4",0,0,0,0,0,0
"VPS37C",2,2,2,2,2,2
"AHNAK2",0,0,0,0,0,0
"HOXB4",0,0,0,0,0,0
"PPP1R3C",0,0,0,0,0,0
"EPCAM",1,1,1,1,1,1
"RHOQ",2,2,2,2,2,2
"CCDC83",1,1,1,1,1,1
"ABCC4",1,1,1,1,1,1
"ACE",0,0,0,0,0,0
"CCDC69",0,0,0,0,0,0
"WDR55",2,2,2,2,2,2
"OXR1",2,2,2,2,2,2
"HFE",0,0,0,0,0,0
"STOX2",0,0,0,0,0,0
"CLCNKB",0,0,0,0,0,0
"STX12",2,2,2,2,2,2
"TSPAN19",1,1,1,1,1,1
"KLHL42",2,2,2,2,2,2
"HOXB2",0,0,0,0,0,0
"C10ORF95",1,1,1,1,1,1
"CERK",0,0,0,0,0,0
"CENPO",2,2,2,2,2,2
"SLC12A8",2,2,2,2,2,2
"DOK4",0,0,0,0,0,0
"MUC6",0,0,0,0,0,0
"PCP4L1",0,0,0,0,0,0
"CCDC40",2,2,2,2,2,2
"KANK1",2,2,2,2,2,2
"CLIC4",0,0,0,0,0,0
"RTN4RL2",1,1,1,1,1,1
"LPP",2,2,2,2,2,2
"HJURP",1,1,1,1,1,1
"B3GNT9",0,0,0,0,0,0
"GLCE",2,2,2,2,2,2
"PRKCB",0,0,0,0,0,0
"KAT2A",1,1,1,1,1,1
"CLIP4",0,0,0,0,0,0
"FAXDC2",0,0,0,0,0,0
"ICA1L",2,2,2,2,2,2
"RNF157",1,1,1,1,1,1
"GPR156",0,0,0,0,0,0
"TPRN",1,1,1,1,1,1
"TNK2",2,2,2,2,2,2
"TMEM19",2,2,2,2,2,2
"CHMP1B",2,2,2,2,2,2
"ZDHHC9",2,2,2,2,2,2
"ERBB4",0,0,0,0,0,0
"SLC25A33",2,2,2,2,2,2
"DPH2",2,2,2,2,2,2
"ALAD",2,2,2,2,2,2
"MECOM",0,0,0,0,0,0
"ELL3",1,1,1,1,1,1
"PLEKHG3",2,2,2,2,2,2
"FBLIM1",2,2,2,2,2,2
"CCSER2",2,2,2,2,2,2
"PPARGC1B",0,0,0,0,0,0
"ARHGAP20",0,0,0,0,0,0
"EPHB1",0,0,0,0,0,0
"WDR48",2,2,2,2,2,2
"MTMR8",0,0,0,0,0,0
"HES4",1,1,1,1,1,1
"ABCA4",0,0,0,0,0,0
"HCAR2",0,0,0,0,0,0
"KITLG",0,0,0,0,0,0
"TWNK",2,2,2,2,2,2
"TSACC",1,1,1,1,1,1
"FABP5",1,1,1,1,1,1
"LRTOMT",2,2,2,2,2,2
"MAPRE1",2,2,2,2,2,2
"PDE1C",0,0,0,0,0,0
"TNMD",0,0,0,0,0,0
"B3GALT6",1,1,1,1,1,1
"ARHGDIG",1,1,1,1,1,1
"TMEM117",2,2,2,2,2,2
"PLP2",0,0,0,0,0,0
"FAAP100",2,2,2,2,2,2
"BICD1",1,1,1,1,1,1
"NCS1",0,0,0,0,0,0
"TMEM241",2,2,2,2,2,2
"CORO2B",0,0,0,0,0,0
"RAP1GAP",1,1,1,1,1,1
"HECTD2",2,2,2,2,2,2
"TERT",1,1,1,1,1,1
"FER",2,2,2,2,2,2
"FOXQ1",0,0,0,0,0,0
"ALDH1A2",0,0,0,0,0,0
"PPP3CB",2,2,2,2,2,2
"CHRDL1",0,0,0,0,0,0
"CDH23",0,0,0,0,0,0
"EBF2",1,1,1,1,1,1
"MAP1A",0,0,0,0,0,0
"C21ORF62",0,0,0,0,0,0
"HID1",2,2,2,2,2,2
"SLCO3A1",0,0,0,0,0,0
"SIAH3",0,0,0,0,0,0
"SH3PXD2B",0,0,0,0,0,0
"TRPM5",0,0,0,0,0,0
"PPP1R14B",1,1,1,1,1,1
"BBX",2,2,2,2,2,2
"LEPROT",2,2,2,2,2,2
"MSI1",1,1,1,1,1,1
"CCNI2",0,0,0,0,0,0
"SPTY2D1-AS1",1,1,1,1,1,1
"ATP2B4",0,0,0,0,0,0
"CEP68",2,2,2,2,2,2
"TLR2",0,0,0,0,0,0
"F12",1,1,1,1,1,1
"ARL4D",0,0,0,0,0,0
"STIL",1,1,1,1,1,1
"PCSK7",2,2,2,2,2,2
"TMEM139",0,0,0,0,0,0
"C5ORF34",2,2,2,2,2,2
"PDK2",2,2,2,2,2,2
"KY",0,0,0,0,0,0
"NLE1",2,2,2,2,2,2
"KLHL35",1,1,1,1,1,1
"GPX2",0,0,0,0,0,0
"CSRP1",0,0,0,0,0,0
"FAT3",0,0,0,0,0,0
"PBX1",2,2,2,2,2,2
"CACFD1",2,2,2,2,2,2
"CYP2E1",0,0,0,0,0,0
"ADGRD2",0,0,0,0,0,0
"SMKR1",1,1,1,1,1,1
"TWIST1",1,1,1,1,1,1
"MR1",0,0,0,0,0,0
"CYB5R3",2,2,2,2,2,2
"HIST3H2BB",1,1,1,1,1,1
"MOV10L1",1,1,1,1,1,1
"DIXDC1",0,0,0,0,0,0
"SSBP2",2,2,2,2,2,2
"DPH3",2,2,2,2,2,2
"KLHL5",0,0,0,0,0,0
"DNAJB5",0,0,0,0,0,0
"DUS1L",1,1,1,1,1,1
"MCC",0,0,0,0,0,0
"PPARGC1A",0,0,0,0,0,0
"GNG13",1,1,1,1,1,1
"CACNA1D",1,1,1,1,1,1
"DSTN",2,2,2,2,2,2
"SMARCA4",2,2,2,2,2,2
"C1ORF64",1,1,1,1,1,1
"GSTM4",0,0,0,0,0,0
"RARB",2,2,2,2,2,2
"CDHR1",0,0,0,0,0,0
"SLC16A4",0,0,0,0,0,0
"TMTC4",1,1,1,1,1,1
"DMRT2",0,0,0,0,0,0
"FAM83H",2,2,2,2,2,2
"FAM222A",1,1,1,1,1,1
"RGS10",1,1,1,1,1,1
"RALGAPA2",1,1,1,1,1,1
"SLC7A11",1,1,1,1,1,1
"DMD",0,0,0,0,0,0
"TCF7L1",0,0,0,0,0,0
"BHMT2",0,0,0,0,0,0
"FBXO32",2,2,2,2,2,2
"LRIG1",2,2,2,2,2,2
"OSBPL11",2,2,2,2,2,2
"PDZRN4",0,0,0,0,0,0
"JPH4",0,0,0,0,0,0
"SLC26A1",1,1,1,1,1,1
"FEZ1",0,0,0,0,0,0
"VARS",2,2,2,2,2,2
"BNIP3L",2,2,2,2,2,2
"SLC18A2",0,0,0,0,0,0
"LSM11",2,2,2,2,2,2
"SNX7",0,0,0,0,0,0
"COL4A6",0,0,0,0,0,0
"PEG3",0,0,0,0,0,0
"RERG",0,0,0,0,0,0
"OGFRL1",2,2,2,2,2,2
"RCC1",2,2,2,2,2,2
"DEFB129",0,0,0,0,0,0
"ZNF30",1,1,1,1,1,1
"PXYLP1",2,2,2,2,2,2
"GFRA2",0,0,0,0,0,0
"RIPPLY1",0,0,0,0,0,0
"EIF2AK1",2,2,2,2,2,2
"GNL2",2,2,2,2,2,2
"MPZL2",0,0,0,0,0,0
"SYNGR2",2,2,2,2,2,2
"SSX2IP",2,2,2,2,2,2
"TBC1D1",2,2,2,2,2,2
"JPT2",2,2,2,2,2,2
"WFDC2",0,0,0,0,0,0
"CDKL1",0,0,0,0,0,0
"TMEM237",2,2,2,2,2,2
"SYNM",0,0,0,0,0,0
"ZNF157",0,0,0,0,0,0
"MPP6",1,1,1,1,1,1
"HSPA4L",0,0,0,0,0,0
"MYO19",2,2,2,2,2,2
"EPHA2",0,0,0,0,0,0
"MAMDC2",0,0,0,0,0,0
"DPYSL3",0,0,0,0,0,0
"HSPB8",0,0,0,0,0,0
"GRAMD1A",2,2,2,2,2,2
"STX7",2,2,2,2,2,2
"CLIP3",0,0,0,0,0,0
"CELSR2",0,0,0,0,0,0
"MBNL2",0,0,0,0,0,0
"FAM107B",0,0,0,0,0,0
"BIRC5",1,1,1,1,1,1
"TGM3",1,1,1,1,1,1
"GLDN",0,0,0,0,0,0
"LRCOL1",0,0,0,0,0,0
"TMEM253",0,0,0,0,0,0
"GNB5",2,2,2,2,2,2
"ADRA1A",0,0,0,0,0,0
"TSPAN3",2,2,2,2,2,2
"TAF7L",0,0,0,0,0,0
"UBXN10",0,0,0,0,0,0
"PLEKHA1",2,2,2,2,2,2
"B4GALT3",2,2,2,2,2,2
"FAM221A",1,1,1,1,1,1
"OR51E2",1,1,1,1,1,1
"GPM6B",0,0,0,0,0,0
"MGAT4C",0,0,0,0,0,0
"TNS1",0,0,0,0,0,0
"SKA3",1,1,1,1,1,1
"RGS11",1,1,1,1,1,1
"GDF15",1,1,1,1,1,1
"PPP1R12B",0,0,0,0,0,0
"TOR2A",2,2,2,2,2,2
"PDLIM5",1,1,1,1,1,1
"SORT1",2,2,2,2,2,2
"TMEM86A",2,2,2,2,2,2
"TMEM127",2,2,2,2,2,2
"ANXA6",0,0,0,0,0,0
"POLD2",2,2,2,2,2,2
"FAM212B",2,2,2,2,2,2
"ANGPTL1",0,0,0,0,0,0
"RANBP17",2,2,2,2,2,2
"GDPD1",1,1,1,1,1,1
"TBX2",0,0,0,0,0,0
"PDGFD",0,0,0,0,0,0
"GNAI2",2,2,2,2,2,2
"REPIN1",2,2,2,2,2,2
"MEI4",0,0,0,0,0,0
"GPR89A",2,2,2,2,2,2
"CDC25C",1,1,1,1,1,1
"TSLP",0,0,0,0,0,0
"CHST11",0,0,0,0,0,0
"TEAD1",0,0,0,0,0,0
"RRP12",2,2,2,2,2,2
"MXRA7",0,0,0,0,0,0
"NHS",0,0,0,0,0,0
"FAM107A",0,0,0,0,0,0
