"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PRKG1",0,0,0,0,0,0
"NEIL3",1,1,1,1,1,1
"ATP8B4",0,0,0,0,0,0
"JAZF1",0,0,0,0,0,0
"CDK1",1,1,1,1,1,1
"FEN1",1,1,1,1,1,1
"CYBRD1",0,0,0,0,0,0
"CKAP2L",1,1,1,1,1,1
"PRC1",1,1,1,1,1,1
"ESCO2",1,1,1,1,1,1
"NUDT5",1,1,1,1,1,1
"TMPRSS4",1,1,1,1,1,1
"SFN",1,1,1,1,1,1
"AKT3",0,0,0,0,0,0
"CDKN3",1,1,1,1,1,1
"TBC1D2B",0,0,0,0,0,0
"DCN",0,0,0,0,0,0
"LIFR",0,0,0,0,0,0
"ZFPM2",0,0,0,0,0,0
"NDN",0,0,0,0,0,0
"FANCI",1,1,1,1,1,1
"ADM2",1,1,1,1,1,1
"KIF15",1,1,1,1,1,1
"CCNF",1,1,1,1,1,1
"PRR11",1,1,1,1,1,1
"KLF2",0,0,0,0,0,0
"ABRACL",1,1,1,1,1,1
"SERINC1",0,0,0,0,0,0
"SOCS2",0,0,0,0,0,0
"ITPR1",0,0,0,0,0,0
"AOC3",0,0,0,0,0,0
"TAGLN",0,0,0,0,0,0
"DTL",1,1,1,1,1,1
"FBXO32",0,0,0,0,0,0
"TNFAIP8L3",0,0,0,0,0,0
"PPM1K",0,0,0,0,0,0
"LDB2",0,0,0,0,0,0
"FANCD2",1,1,1,1,1,1
"CXCL12",0,0,0,0,0,0
"FHL5",0,0,0,0,0,0
"TGFB1I1",0,0,0,0,0,0
"FAM136A",1,1,1,1,1,1
"DPT",0,0,0,0,0,0
"CLMP",0,0,0,0,0,0
"RASL12",0,0,0,0,0,0
"SMTN",0,0,0,0,0,0
"ZNF25",0,0,0,0,0,0
"TUBA1C",1,1,1,1,1,1
"EPM2A",0,0,0,0,0,0
"PGD",1,1,1,1,1,1
"GRIN2D",1,1,1,1,1,1
"SLC25A39",1,1,1,1,1,1
"F8",0,0,0,0,0,0
"PDE8B",0,0,0,0,0,0
"MPRIP",0,0,0,0,0,0
"RACGAP1",1,1,1,1,1,1
"ECM2",0,0,0,0,0,0
"LONRF2",0,0,0,0,0,0
"HSPB7",0,0,0,0,0,0
"ECT2",1,1,1,1,1,1
"TRPM2",1,1,1,1,1,1
"TMEM245",0,0,0,0,0,0
"POLR2M",0,0,0,0,0,0
"CLSPN",1,1,1,1,1,1
"RECK",0,0,0,0,0,0
"CDC42EP3",0,0,0,0,0,0
"SLC25A10",1,1,1,1,1,1
"PRSS8",1,1,1,1,1,1
"ACTA2",0,0,0,0,0,0
"TMEM200B",0,0,0,0,0,0
"NKAPL",0,0,0,0,0,0
"C3ORF70",0,0,0,0,0,0
"KLHDC1",0,0,0,0,0,0
"SLC52A2",1,1,1,1,1,1
"HOXB13",1,1,1,1,1,1
"TSHZ3",0,0,0,0,0,0
"CENPN",1,1,1,1,1,1
"FBXL3",0,0,0,0,0,0
"SEL1L2",0,0,0,0,0,0
"TMEM43",0,0,0,0,0,0
"ADRB3",0,0,0,0,0,0
"ELF5",1,1,1,1,1,1
"TRAF4",1,1,1,1,1,1
"SVIL",0,0,0,0,0,0
"TMEM132A",1,1,1,1,1,1
"ZBTB4",0,0,0,0,0,0
"PIMREG",1,1,1,1,1,1
"PITX1",1,1,1,1,1,1
"E2F7",1,1,1,1,1,1
"JPH4",0,0,0,0,0,0
"ANO6",0,0,0,0,0,0
"JSRP1",1,1,1,1,1,1
"CENPM",1,1,1,1,1,1
"ST5",0,0,0,0,0,0
"BNC2",0,0,0,0,0,0
"C11ORF96",0,0,0,0,0,0
"SMPDL3B",1,1,1,1,1,1
"RBFOX2",0,0,0,0,0,0
"C17ORF53",1,1,1,1,1,1
"CPED1",0,0,0,0,0,0
"NACC1",1,1,1,1,1,1
"TNS2",0,0,0,0,0,0
"AHNAK",0,0,0,0,0,0
"ASPA",0,0,0,0,0,0
"STARD9",0,0,0,0,0,0
"ARHGAP20",0,0,0,0,0,0
"HAPLN1",1,1,1,1,1,1
"MAMDC2",0,0,0,0,0,0
"E2F1",1,1,1,1,1,1
"ABCA8",0,0,0,0,0,0
"EDNRA",0,0,0,0,0,0
"CAVIN2",0,0,0,0,0,0
"PIF1",1,1,1,1,1,1
"LEPR",0,0,0,0,0,0
"JAM3",0,0,0,0,0,0
"KRT8",1,1,1,1,1,1
"PLN",0,0,0,0,0,0
"HMMR",1,1,1,1,1,1
"TMEM206",1,1,1,1,1,1
"MYO10",1,1,1,1,1,1
"TCEAL7",0,0,0,0,0,0
"DACT3",0,0,0,0,0,0
"SEL1L3",1,1,1,1,1,1
"HCFC2",0,0,0,0,0,0
"TSTA3",1,1,1,1,1,1
"CASP6",1,1,1,1,1,1
"RGS2",0,0,0,0,0,0
"MNX1",1,1,1,1,1,1
"XRCC2",1,1,1,1,1,1
"ERFE",1,1,1,1,1,1
"IDH2",1,1,1,1,1,1
"ARHGAP11B",1,1,1,1,1,1
"ZBTB38",0,0,0,0,0,0
"PEG3",0,0,0,0,0,0
"RYR3",0,0,0,0,0,0
"APOLD1",0,0,0,0,0,0
"C7",0,0,0,0,0,0
"ABRAXAS1",0,0,0,0,0,0
"PGM5",0,0,0,0,0,0
"CLEC3B",0,0,0,0,0,0
"RTKN2",1,1,1,1,1,1
"PPP1CA",1,1,1,1,1,1
"LSR",1,1,1,1,1,1
"DNMT3B",1,1,1,1,1,1
"ENO1",1,1,1,1,1,1
"EMCN",0,0,0,0,0,0
"CRISPLD2",0,0,0,0,0,0
"KATNAL1",0,0,0,0,0,0
"CNN1",0,0,0,0,0,0
"ARHGEF39",1,1,1,1,1,1
"CCDC80",0,0,0,0,0,0
"CREBRF",0,0,0,0,0,0
"CXORF36",0,0,0,0,0,0
"SYNE1",0,0,0,0,0,0
"NR2F2",0,0,0,0,0,0
"MEDAG",0,0,0,0,0,0
"CENPO",1,1,1,1,1,1
"PDE1C",0,0,0,0,0,0
"PLCL1",0,0,0,0,0,0
"KIF23",1,1,1,1,1,1
"PLK4",1,1,1,1,1,1
"RELT",1,1,1,1,1,1
"ITGA8",0,0,0,0,0,0
"TXNDC17",1,1,1,1,1,1
"FEM1B",0,0,0,0,0,0
"MYH11",0,0,0,0,0,0
"OSR2",0,0,0,0,0,0
"CENPE",1,1,1,1,1,1
"H2AFX",1,1,1,1,1,1
"MCM4",1,1,1,1,1,1
"CYR61",0,0,0,0,0,0
"ESRP2",1,1,1,1,1,1
"PTGER3",0,0,0,0,0,0
"CAB39L",0,0,0,0,0,0
"E2F8",1,1,1,1,1,1
"FOXN3",0,0,0,0,0,0
"FAM122A",0,0,0,0,0,0
"TPI1",1,1,1,1,1,1
"TMEM8A",1,1,1,1,1,1
"KCNMB1",0,0,0,0,0,0
"ZEB1",0,0,0,0,0,0
"HIST1H3H",1,1,1,1,1,1
"CHAF1A",1,1,1,1,1,1
"PYCR1",1,1,1,1,1,1
"GUCY1A2",0,0,0,0,0,0
"TIMELESS",1,1,1,1,1,1
"SELE",0,0,0,0,0,0
"OSBPL1A",0,0,0,0,0,0
"PSMD14",1,1,1,1,1,1
"JPH2",0,0,0,0,0,0
"RHOJ",0,0,0,0,0,0
"GAPDH",1,1,1,1,1,1
"EID1",0,0,0,0,0,0
"TSPAN2",0,0,0,0,0,0
"CDKN2A",1,1,1,1,1,1
"DNA2",1,1,1,1,1,1
"MASP1",0,0,0,0,0,0
"GALE",1,1,1,1,1,1
"RPS6KA1",1,1,1,1,1,1
"CLIC2",0,0,0,0,0,0
"CLIC4",0,0,0,0,0,0
"ARHGEF25",0,0,0,0,0,0
"EPCAM",1,1,1,1,1,1
"VAV3",1,1,1,1,1,1
"MMP28",0,0,0,0,0,0
"MESP1",1,1,1,1,1,1
"NLGN3",0,0,0,0,0,0
"HIST1H3D",1,1,1,1,1,1
"ZIC1",1,1,1,1,1,1
"ARHGAP6",0,0,0,0,0,0
"TMPRSS13",1,1,1,1,1,1
"PSD",0,0,0,0,0,0
"DDR2",0,0,0,0,0,0
"ABCG2",0,0,0,0,0,0
"NPR2",0,0,0,0,0,0
"RAB23",0,0,0,0,0,0
"PPP1R12A",0,0,0,0,0,0
"KDR",0,0,0,0,0,0
"C14ORF28",0,0,0,0,0,0
"KNSTRN",1,1,1,1,1,1
"FAM110D",0,0,0,0,0,0
"TAL1",0,0,0,0,0,0
"CTSV",1,1,1,1,1,1
"AOX1",0,0,0,0,0,0
"MTFP1",1,1,1,1,1,1
"CCDC167",1,1,1,1,1,1
"KCNAB1",0,0,0,0,0,0
"DUSP1",0,0,0,0,0,0
"F11R",1,1,1,1,1,1
"GPR182",0,0,0,0,0,0
"RAD51AP1",1,1,1,1,1,1
"FRMD6",0,0,0,0,0,0
"MOGS",1,1,1,1,1,1
"NECTIN4",1,1,1,1,1,1
"IKBKE",1,1,1,1,1,1
"PKM",1,1,1,1,1,1
"GLRA4",0,0,0,0,0,0
"KIF1A",1,1,1,1,1,1
"LHFPL6",0,0,0,0,0,0
"BAIAP2L1",1,1,1,1,1,1
"RNASEH2A",1,1,1,1,1,1
"GIMAP8",0,0,0,0,0,0
"FLNC",0,0,0,0,0,0
"EIF2AK1",2,2,2,2,2,2
"FGF2",0,0,0,0,0,0
"PDLIM3",0,0,0,0,0,0
"TRAIP",1,1,1,1,1,1
"MECP2",0,0,0,0,0,0
"WDR62",1,1,1,1,1,1
"ATP6V0B",1,1,1,1,1,1
"GGH",1,1,1,1,1,1
"ZEB2",0,0,0,0,0,0
"LEFTY1",1,1,1,1,1,1
"PABPC5",0,0,0,0,0,0
"MAP3K3",0,0,0,0,0,0
"AQP1",0,0,0,0,0,0
"RTKN",1,1,1,1,1,1
"MYZAP",0,0,0,0,0,0
"PRR36",1,1,1,1,1,1
"INA",1,1,1,1,1,1
"LGI4",0,0,0,0,0,0
"SLC19A1",1,1,1,1,1,1
"TONSL",1,1,1,1,1,1
"SPINT1",1,1,1,1,1,1
"MFSD9",1,1,1,1,1,1
"OCIAD2",1,1,1,1,1,1
"SLC24A3",0,0,0,0,0,0
"GATA6",0,0,0,0,0,0
"GARNL3",0,0,0,0,0,0
"CASQ2",0,0,0,0,0,0
"LIMS2",0,0,0,0,0,0
"FAXDC2",0,0,0,0,0,0
"ENPEP",0,0,0,0,0,0
"CACNA1H",0,0,0,0,0,0
"PTGIS",0,0,0,0,0,0
"MBNL1",0,0,0,0,0,0
"PJA2",0,0,0,0,0,0
"PRELP",0,0,0,0,0,0
"SHE",0,0,0,0,0,0
"CDCP1",1,1,1,1,1,1
"BCL6B",0,0,0,0,0,0
"ITGB1BP2",0,0,0,0,0,0
"KCNE4",0,0,0,0,0,0
"TNXB",0,0,0,0,0,0
"CENPI",1,1,1,1,1,1
"PDIA4",1,1,1,1,1,1
"PAQR4",1,1,1,1,1,1
"TMEM63B",1,1,1,1,1,1
"TMOD2",0,0,0,0,0,0
"FOXO4",0,0,0,0,0,0
"NMU",1,1,1,1,1,1
"RMI2",1,1,1,1,1,1
"LAD1",1,1,1,1,1,1
"SSPN",0,0,0,0,0,0
"NHSL1",1,1,1,1,1,1
"HSD17B6",0,0,0,0,0,0
"KIAA1644",0,0,0,0,0,0
"DAW1",0,0,0,0,0,0
"E2F3",1,1,1,1,1,1
"VAX2",1,1,1,1,1,1
"MYOM1",0,0,0,0,0,0
"EIPR1",1,1,1,1,1,1
"MAF",0,0,0,0,0,0
"EFNA4",1,1,1,1,1,1
"OLFML2A",0,0,0,0,0,0
"HSD17B13",0,0,0,0,0,0
"KCNJ8",0,0,0,0,0,0
"PLA2G3",1,1,1,1,1,1
"TRIP13",1,1,1,1,1,1
"IGIP",0,0,0,0,0,0
"HAND2",0,0,0,0,0,0
"MYL9",0,0,0,0,0,0
"INPP5A",0,0,0,0,0,0
"GIMAP6",0,0,0,0,0,0
"LRCH1",0,0,0,0,0,0
"LAMA4",0,0,0,0,0,0
"ARHGEF16",1,1,1,1,1,1
"RASSF8",0,0,0,0,0,0
"REEP4",1,1,1,1,1,1
"DDX39A",1,1,1,1,1,1
"RAC3",1,1,1,1,1,1
"BSPRY",1,1,1,1,1,1
"S100A2",1,1,1,1,1,1
"POPDC2",0,0,0,0,0,0
"TGFBR3",0,0,0,0,0,0
"RAB26",1,1,1,1,1,1
"PRUNE2",0,0,0,0,0,0
"PTGFR",0,0,0,0,0,0
"CALCOCO1",0,0,0,0,0,0
"ACTG2",0,0,0,0,0,0
"TCEAL3",0,0,0,0,0,0
"PARVA",0,0,0,0,0,0
"GAB1",0,0,0,0,0,0
"CD302",0,0,0,0,0,0
"NXPH4",1,1,1,1,1,1
"S100A11",1,1,1,1,1,1
"VGLL3",0,0,0,0,0,0
"MEIS3",0,0,0,0,0,0
"ART4",0,0,0,0,0,0
"GINS2",1,1,1,1,1,1
"FAM111B",1,1,1,1,1,1
"C10ORF35",1,1,1,1,1,1
"CRYBG2",1,1,1,1,1,1
"PCCB",1,1,1,1,1,1
"CSDC2",0,0,0,0,0,0
"PFKFB4",1,1,1,1,1,1
"GNA14",0,0,0,0,0,0
"CCL14",0,0,0,0,0,0
"PRSS2",1,1,1,1,1,1
"TSACC",1,1,1,1,1,1
"AOC1",1,1,1,1,1,1
"MMRN2",0,0,0,0,0,0
"FILIP1L",0,0,0,0,0,0
"RAP2C",0,0,0,0,0,0
"PNP",1,1,1,1,1,1
"PID1",0,0,0,0,0,0
"P4HB",1,1,1,1,1,1
"CLEC1A",0,0,0,0,0,0
"SLC2A4",0,0,0,0,0,0
"TCF23",0,0,0,0,0,0
"PDZRN4",0,0,0,0,0,0
"FKBP7",0,0,0,0,0,0
"MAD2L1",1,1,1,1,1,1
"SULT2B1",1,1,1,1,1,1
"PPP1R3C",0,0,0,0,0,0
"RFTN2",0,0,0,0,0,0
"FLNA",0,0,0,0,0,0
"TLCD1",1,1,1,1,1,1
"HLF",0,0,0,0,0,0
"ABCA9",0,0,0,0,0,0
"SH3BGRL",0,0,0,0,0,0
"ITM2A",0,0,0,0,0,0
"RHPN1",1,1,1,1,1,1
"SYT15",0,0,0,0,0,0
"FRY",0,0,0,0,0,0
"RHCG",1,1,1,1,1,1
"ZDHHC12",1,1,1,1,1,1
"TIPARP",0,0,0,0,0,0
"CBX2",1,1,1,1,1,1
"MUC5AC",1,1,1,1,1,1
"SETD7",0,0,0,0,0,0
"ABCA6",0,0,0,0,0,0
"DNAJC27",0,0,0,0,0,0
"TBL1X",0,0,0,0,0,0
"CDH13",0,0,0,0,0,0
"RDM1",1,1,1,1,1,1
"TRIM23",0,0,0,0,0,0
"NME1",1,1,1,1,1,1
"PHYHIP",0,0,0,0,0,0
"RAB9B",0,0,0,0,0,0
"VIL1",1,1,1,1,1,1
"CDK5",1,1,1,1,1,1
"LIX1L",0,0,0,0,0,0
"CALHM2",0,0,0,0,0,0
"EHD2",0,0,0,0,0,0
"HSPA12B",0,0,0,0,0,0
"LARGE2",1,1,1,1,1,1
"TIMM23",1,1,1,1,1,1
"LRRN4CL",0,0,0,0,0,0
"TERT",1,1,1,1,1,1
"MEX3A",1,1,1,1,1,1
"C16ORF52",0,0,0,0,0,0
"TRPC4",0,0,0,0,0,0
"RABIF",1,1,1,1,1,1
"CALCOCO2",0,0,0,0,0,0
"CYP2U1",0,0,0,0,0,0
"GLT8D2",0,0,0,0,0,0
"RNF38",0,0,0,0,0,0
"ZIC2",1,1,1,1,1,1
"ADGRL4",0,0,0,0,0,0
"NEK6",1,1,1,1,1,1
"PODXL2",1,1,1,1,1,1
"MT1H",1,1,1,1,1,1
"HMBS",1,1,1,1,1,1
"GPI",1,1,1,1,1,1
"GSN",0,0,0,0,0,0
"SAMD4A",0,0,0,0,0,0
"INMT",0,0,0,0,0,0
"PRAC2",1,1,1,1,1,1
"CLDN6",1,1,1,1,1,1
"ZNF670-ZNF695",1,1,1,1,1,1
"MITF",0,0,0,0,0,0
"MCM2",1,1,1,1,1,1
"TCEAL6",0,0,0,0,0,0
"C1QTNF7",0,0,0,0,0,0
"AP2S1",1,1,1,1,1,1
"BRIP1",1,1,1,1,1,1
"TPM2",0,0,0,0,0,0
"MREG",1,1,1,1,1,1
"SLC38A7",1,1,1,1,1,1
"RAB8B",0,0,0,0,0,0
"SMARCA4",1,1,1,1,1,1
"CENPK",1,1,1,1,1,1
"PSRC1",1,1,1,1,1,1
"SCD",1,1,1,1,1,1
"ROBO4",0,0,0,0,0,0
"RCC1",1,1,1,1,1,1
"S1PR1",0,0,0,0,0,0
"CPQ",0,0,0,0,0,0
"HOXB9",1,1,1,1,1,1
"MYOCD",0,0,0,0,0,0
"CALR",1,1,1,1,1,1
"MGARP",0,0,0,0,0,0
"C1QTNF2",0,0,0,0,0,0
"RUSC2",0,0,0,0,0,0
"GPT2",1,1,1,1,1,1
"RIPPLY3",1,1,1,1,1,1
"COL4A6",0,0,0,0,0,0
"TIMP2",0,0,0,0,0,0
"CHEK1",1,1,1,1,1,1
"MYADM",0,0,0,0,0,0
"PBX1",0,0,0,0,0,0
"DMBX1",1,1,1,1,1,1
"RIPOR2",0,0,0,0,0,0
"PI3",1,1,1,1,1,1
"ZDHHC16",1,1,1,1,1,1
"DTNB",1,1,1,1,1,1
"AGMAT",1,1,1,1,1,1
"CD34",0,0,0,0,0,0
"LAYN",0,0,0,0,0,0
"LYPLA2",1,1,1,1,1,1
"C16ORF45",0,0,0,0,0,0
"SELENOI",1,1,1,1,1,1
"DMRTA2",1,1,1,1,1,1
"CRB3",1,1,1,1,1,1
"SLC50A1",1,1,1,1,1,1
"GIPC1",1,1,1,1,1,1
"DSP",1,1,1,1,1,1
"MXRA7",0,0,0,0,0,0
"TRIM15",1,1,1,1,1,1
"MACF1",0,0,0,0,0,0
"OLFML1",0,0,0,0,0,0
"UBL3",0,0,0,0,0,0
"ATP5J2",1,1,1,1,1,1
"VSTM4",0,0,0,0,0,0
"SH3D19",0,0,0,0,0,0
"PI16",0,0,0,0,0,0
"ILK",0,0,0,0,0,0
"PDE7B",0,0,0,0,0,0
"TGFBR2",0,0,0,0,0,0
"STXBP2",1,1,1,1,1,1
"VEGFD",0,0,0,0,0,0
"DTYMK",1,1,1,1,1,1
"DET1",0,0,0,0,0,0
"GINS4",1,1,1,1,1,1
"FRAT2",1,1,1,1,1,1
"CHRNA1",1,1,1,1,1,1
"DARS2",1,1,1,1,1,1
"LRRC70",0,0,0,0,0,0
"ASB2",0,0,0,0,0,0
"LLGL2",1,1,1,1,1,1
"ALDH18A1",1,1,1,1,1,1
"SYNE3",0,0,0,0,0,0
"PPP4C",1,1,1,1,1,1
"CEP68",0,0,0,0,0,0
"BRCA2",1,1,1,1,1,1
"HIST1H2AM",1,1,1,1,1,1
"CAPN13",1,1,1,1,1,1
"F12",1,1,1,1,1,1
"PGP",1,1,1,1,1,1
"SLC2A6",1,1,1,1,1,1
"BCHE",0,0,0,0,0,0
"HIST1H2AD",1,1,1,1,1,1
"CITED2",0,0,0,0,0,0
"PPM1G",1,1,1,1,1,1
"PER1",0,0,0,0,0,0
"ARHGAP31",0,0,0,0,0,0
"COX5A",1,1,1,1,1,1
"GAS1",0,0,0,0,0,0
"PITX2",1,1,1,1,1,1
"MYO9A",0,0,0,0,0,0
"MBNL2",0,0,0,0,0,0
"HIST1H2BH",1,1,1,1,1,1
"CAMK2G",0,0,0,0,0,0
"AP1M2",1,1,1,1,1,1
"PAEP",0,0,0,0,0,0
"DLX4",1,1,1,1,1,1
"DNAJB4",0,0,0,0,0,0
"PGAM5",1,1,1,1,1,1
"KCNMA1",0,0,0,0,0,0
"ANKRD22",1,1,1,1,1,1
"DQX1",1,1,1,1,1,1
"PCDHGA2",0,0,0,0,0,0
"GPIHBP1",0,0,0,0,0,0
"ST14",1,1,1,1,1,1
"TLN1",0,0,0,0,0,0
"ST6GALNAC6",0,0,0,0,0,0
"STARD8",0,0,0,0,0,0
"FOXL2",0,0,0,0,0,0
"ARPC5L",1,1,1,1,1,1
"SIX1",1,1,1,1,1,1
"STON1",0,0,0,0,0,0
"SYNC",0,0,0,0,0,0
"VAMP3",2,2,2,2,2,2
"NARF",1,1,1,1,1,1
"CRTAP",0,0,0,0,0,0
"PEAR1",0,0,0,0,0,0
"TTYH3",1,1,1,1,1,1
"TM4SF18",0,0,0,0,0,0
"KRT18",1,1,1,1,1,1
"DMD",0,0,0,0,0,0
"SNCA",0,0,0,0,0,0
"PPP1R12C",0,0,0,0,0,0
"SLC39A11",1,1,1,1,1,1
"LRRC59",1,1,1,1,1,1
"TUBG1",1,1,1,1,1,1
"GJC1",0,0,0,0,0,0
"GRHL1",1,1,1,1,1,1
"SPINT2",1,1,1,1,1,1
"FAM83H",1,1,1,1,1,1
"GEM",0,0,0,0,0,0
"SCARA5",0,0,0,0,0,0
"SEPT3",1,1,1,1,1,1
"FAM69A",0,0,0,0,0,0
